date,portfolio_return,valid_stocks,total_stocks,benchmark_return,cumulative_return,cumulative_benchmark,excess_return
2018-11-01,0.039934,169,170,0.005982,1.723046,1.034334,0.033952
2018-12-01,-0.041160,169,170,-0.051072,1.652125,0.981508,0.009912
2019-01-01,0.008218,168,170,0.063434,1.665702,1.043769,-0.055216
2019-02-01,0.186490,168,170,0.146093,1.976338,1.196257,0.040397
2019-03-01,0.091880,168,170,0.055315,2.157925,1.262428,0.036565
2019-04-01,-0.018924,168,170,0.010554,2.117087,1.275751,-0.029478
2019-05-01,-0.072532,208,208,-0.072427,1.963530,1.183352,-0.000105
2019-06-01,0.012796,208,208,0.053942,1.988656,1.247185,-0.041146
2019-07-01,-0.013819,208,208,0.002554,1.961176,1.250370,-0.016373
2019-08-01,-0.024804,208,208,-0.009327,1.912531,1.238708,-0.015477
2019-09-01,0.005303,208,208,0.003933,1.922673,1.243580,0.001370
2019-10-01,0.003738,208,208,0.018934,1.929860,1.267126,-0.015196
2019-11-01,-0.013563,208,208,-0.014943,1.903686,1.248191,0.001380
2019-12-01,0.082786,208,208,0.069975,2.061285,1.335533,0.012811
2020-01-01,-0.012111,208,208,-0.022624,2.036320,1.305318,0.010513
2020-02-01,-0.005392,208,208,-0.015947,2.025340,1.284502,0.010555
2020-03-01,-0.050551,208,208,-0.064439,1.922956,1.201730,0.013888
2020-04-01,0.026568,208,208,0.061425,1.974045,1.275546,-0.034857
2020-05-01,0.009846,225,225,-0.011643,1.993482,1.260695,0.021489
2020-06-01,0.066717,225,225,0.076788,2.126481,1.357502,-0.010071
2020-07-01,0.164042,225,225,0.127542,2.475312,1.530640,0.036500
2020-08-01,0.027945,225,225,0.025808,2.544483,1.570143,0.002137
2020-09-01,-0.069430,225,225,-0.047510,2.367820,1.495545,-0.021920
2020-10-01,0.007275,225,225,0.023529,2.385044,1.530734,-0.016254
2020-11-01,0.038109,225,225,0.056422,2.475935,1.617101,-0.018313
2020-12-01,-0.045119,225,225,0.050610,2.364224,1.698943,-0.095729
2021-01-01,-0.051865,225,225,0.026994,2.241603,1.744804,-0.078859
2021-02-01,0.056408,225,225,-0.002841,2.368047,1.739847,0.059249
2021-03-01,0.021859,225,225,-0.054040,2.419809,1.645825,0.075899
2021-04-01,-0.005665,225,225,0.014882,2.406100,1.670319,-0.020547
2021-05-01,0.035353,254,254,0.040613,2.491162,1.738155,-0.005260
2021-06-01,-0.007544,254,254,-0.020168,2.472370,1.703100,0.012624
2021-07-01,-0.023847,254,254,-0.079033,2.413412,1.568499,0.055186
2021-08-01,0.083600,254,254,-0.001156,2.615172,1.566686,0.084756
2021-09-01,0.008805,254,254,0.012646,2.638200,1.586498,-0.003841
2021-10-01,-0.042394,254,254,0.008710,2.526355,1.600317,-0.051104
2021-11-01,0.063023,254,254,-0.015634,2.685574,1.575297,0.078657
2021-12-01,0.068397,254,254,0.022423,2.869261,1.610620,0.045974
2022-01-01,-0.065505,254,254,-0.076229,2.681309,1.487844,0.010724
2022-02-01,0.045409,254,254,0.003916,2.803065,1.493671,0.041493
2022-03-01,-0.028217,254,254,-0.078367,2.723971,1.376616,0.050150
2022-04-01,-0.114050,254,254,-0.048869,2.413303,1.309342,-0.065181
2022-05-01,0.067649,298,298,0.018743,2.576561,1.333883,0.048906
2022-06-01,0.046120,298,298,0.096173,2.695391,1.462167,-0.050053
2022-07-01,0.000685,298,298,-0.070214,2.697237,1.359502,0.070899
2022-08-01,-0.018971,298,298,-0.021885,2.646067,1.329750,0.002914
2022-09-01,-0.077518,298,298,-0.067165,2.440949,1.240437,-0.010353
2022-10-01,0.012910,298,298,-0.077843,2.472461,1.143878,0.090753
2022-11-01,0.094072,298,298,0.098137,2.705052,1.256134,-0.004065
2022-12-01,-0.040394,298,298,0.004827,2.595783,1.262198,-0.045221
2023-01-01,0.078369,298,298,0.073670,2.799213,1.355184,0.004699
2023-02-01,0.047817,298,298,-0.021025,2.933063,1.326691,0.068842
2023-03-01,0.002895,298,298,-0.004554,2.941554,1.320649,0.007449
2023-04-01,-0.002036,298,298,-0.005391,2.935566,1.313530,0.003355
2023-05-01,-0.005079,348,348,-0.057220,2.920655,1.238369,0.052141
2023-06-01,0.023861,348,348,0.011559,2.990346,1.252684,0.012302
2023-07-01,0.022336,348,348,0.044809,3.057137,1.308815,-0.022473
2023-08-01,-0.041139,348,348,-0.062113,2.931369,1.227521,0.020974
2023-09-01,-0.001349,348,348,-0.020118,2.927414,1.202826,0.018769
2023-10-01,-0.038702,348,348,-0.031714,2.814118,1.164679,-0.006988
2023-11-01,0.026728,348,348,-0.021358,2.889333,1.139804,0.048086
2023-12-01,-0.018234,348,348,-0.018618,2.836649,1.118583,0.000384
2024-01-01,-0.125488,348,348,-0.062883,2.480683,1.048243,-0.062605
2024-02-01,0.095234,348,348,0.093530,2.716928,1.146285,0.001704
2024-03-01,0.047223,348,348,0.006087,2.845231,1.153263,0.041136
2024-04-01,0.014456,348,348,0.018915,2.886360,1.175077,-0.004459
2024-05-01,0.000232,427,427,-0.006789,2.887030,1.167099,0.007021
2024-06-01,-0.060964,427,427,-0.033036,2.711025,1.128543,-0.027928
2024-07-01,-0.016058,427,427,-0.005654,2.667493,1.122162,-0.010404
2024-08-01,-0.041256,427,427,-0.035052,2.557442,1.082828,-0.006204
2024-09-01,0.210987,427,427,0.209676,3.097029,1.309871,0.001311
2024-10-01,0.012974,427,427,-0.031563,3.137209,1.268528,0.044537
2024-11-01,0.039515,427,427,0.006565,3.261176,1.276856,0.032950
2024-12-01,-0.022271,427,427,0.004680,3.188547,1.282831,-0.026951
2025-01-01,-0.013741,427,427,-0.029945,3.144734,1.244417,0.016204
2025-02-01,0.042515,427,427,0.019116,3.278432,1.268205,0.023399
2025-03-01,0.014935,427,427,-0.000705,3.327397,1.267311,0.015640
2025-04-01,-0.039852,427,427,-0.030030,3.194793,1.229254,-0.009822
