date,portfolio_return,valid_stocks,total_stocks,benchmark_return,cumulative_return,cumulative_benchmark,excess_return
2016-04-01,-0.017117,163,171,-0.019062,1.930177,1.029135,0.001945
2016-05-01,0.002221,213,222,0.004060,1.934465,1.033313,-0.001839
2016-06-01,0.047240,212,222,-0.004934,2.025849,1.028215,0.052174
2016-07-01,0.036441,216,222,0.015856,2.099673,1.044518,0.020585
2016-08-01,0.046290,219,222,0.038660,2.196867,1.084899,0.007630
2016-09-01,-0.013136,203,209,-0.022390,2.168008,1.060608,0.009254
2016-10-01,0.022857,202,209,0.025511,2.217563,1.087665,-0.002654
2016-11-01,0.037477,215,218,0.060463,2.300669,1.153429,-0.022986
2016-12-01,-0.047866,215,218,-0.064421,2.190545,1.079124,0.016555
2017-01-01,0.005807,215,218,0.023528,2.203266,1.104513,-0.017721
2017-02-01,0.037727,216,218,0.019141,2.286390,1.125655,0.018586
2017-03-01,-0.005836,214,218,0.000937,2.273045,1.126710,-0.006773
2017-04-01,-0.016722,214,218,-0.004714,2.235035,1.121398,-0.012008
2017-05-01,-0.039778,227,236,0.015446,2.146130,1.138719,-0.055224
2017-06-01,0.057101,229,236,0.049791,2.268677,1.195417,0.007310
2017-07-01,0.022967,226,236,0.019383,2.320781,1.218588,0.003584
2017-08-01,0.012151,226,236,0.022532,2.348982,1.246045,-0.010381
2017-09-01,0.016642,172,174,0.003770,2.388074,1.250743,0.012872
2017-10-01,-0.009187,172,174,0.044368,2.366134,1.306236,-0.053555
2017-11-01,-0.022289,178,180,-0.000154,2.313395,1.306035,-0.022135
2017-12-01,-0.000985,178,180,0.006180,2.311117,1.314106,-0.007165
2018-01-01,0.026633,176,180,0.060792,2.372670,1.393993,-0.034159
2018-02-01,-0.038459,173,180,-0.058995,2.281420,1.311755,0.020536
2018-03-01,-0.005117,173,180,-0.031102,2.269747,1.270956,0.025985
2018-04-01,-0.047703,172,180,-0.036327,2.161472,1.224786,-0.011376
2018-05-01,-0.012015,163,170,0.012111,2.135502,1.239620,-0.024126
2018-06-01,-0.093630,163,170,-0.076634,1.935555,1.144623,-0.016996
2018-07-01,-0.005255,163,170,0.001900,1.925383,1.146797,-0.007155
2018-08-01,-0.077880,167,170,-0.052067,1.775435,1.087087,-0.025813
2018-09-01,0.009602,166,168,0.031297,1.792482,1.121110,-0.021695
2018-10-01,-0.091275,166,168,-0.082888,1.628873,1.028183,-0.008387
2018-11-01,0.049752,176,176,0.005982,1.709912,1.034334,0.043770
2018-12-01,-0.042255,176,176,-0.051072,1.637659,0.981508,0.008817
2019-01-01,0.010798,176,176,0.063434,1.655343,1.043769,-0.052636
2019-02-01,0.196041,176,176,0.146093,1.979858,1.196257,0.049948
2019-03-01,0.089773,176,176,0.055315,2.157595,1.262428,0.034458
2019-04-01,-0.024851,176,176,0.010554,2.103976,1.275751,-0.035405
2019-05-01,-0.073104,203,203,-0.072427,1.950167,1.183352,-0.000677
2019-06-01,0.012963,203,203,0.053942,1.975446,1.247185,-0.040979
2019-07-01,-0.012281,203,203,0.002554,1.951187,1.250370,-0.014835
2019-08-01,-0.024833,203,203,-0.009327,1.902733,1.238708,-0.015506
2019-09-01,0.011238,230,230,0.003933,1.924116,1.243580,0.007305
2019-10-01,-0.000196,230,230,0.018934,1.923739,1.267126,-0.019130
2019-11-01,-0.012733,213,213,-0.014943,1.899243,1.248191,0.002210
2019-12-01,0.094093,213,213,0.069975,2.077948,1.335533,0.024118
2020-01-01,-0.005464,213,213,-0.022624,2.066595,1.305318,0.017160
2020-02-01,0.000525,213,213,-0.015947,2.067679,1.284502,0.016472
2020-03-01,-0.037489,213,213,-0.064439,1.990164,1.201730,0.026950
2020-04-01,0.027353,213,213,0.061425,2.044602,1.275546,-0.034072
2020-05-01,0.010512,214,214,-0.011643,2.066094,1.260695,0.022155
2020-06-01,0.067076,214,214,0.076788,2.204680,1.357502,-0.009712
2020-07-01,0.165116,214,214,0.127542,2.568708,1.530640,0.037574
2020-08-01,0.027602,214,214,0.025808,2.639611,1.570143,0.001794
2020-09-01,-0.075794,202,202,-0.047510,2.439543,1.495545,-0.028284
2020-10-01,0.005653,202,202,0.023529,2.453334,1.530734,-0.017876
2020-11-01,0.051868,217,217,0.056422,2.580584,1.617101,-0.004554
2020-12-01,-0.053813,217,217,0.050610,2.441715,1.698943,-0.104423
2021-01-01,-0.045585,217,217,0.026994,2.330409,1.744804,-0.072579
2021-02-01,0.059123,217,217,-0.002841,2.468190,1.739847,0.061964
2021-03-01,0.036225,217,217,-0.054040,2.557599,1.645825,0.090265
2021-04-01,-0.018082,217,217,0.014882,2.511353,1.670319,-0.032964
2021-05-01,0.037100,235,235,0.040613,2.604526,1.738155,-0.003513
2021-06-01,-0.008105,235,235,-0.020168,2.583416,1.703100,0.012063
2021-07-01,-0.023801,235,235,-0.079033,2.521929,1.568499,0.055232
2021-08-01,0.081994,235,235,-0.001156,2.728712,1.566686,0.083150
2021-09-01,0.011581,254,254,0.012646,2.760313,1.586498,-0.001065
2021-10-01,-0.044028,254,254,0.008710,2.638782,1.600317,-0.052738
2021-11-01,0.066889,252,252,-0.015634,2.815288,1.575297,0.082523
2021-12-01,0.062579,252,252,0.022423,2.991465,1.610620,0.040156
2022-01-01,-0.063662,252,252,-0.076229,2.801023,1.487844,0.012567
2022-02-01,0.040850,252,252,0.003916,2.915446,1.493671,0.036934
2022-03-01,-0.028064,252,252,-0.078367,2.833628,1.376616,0.050303
2022-04-01,-0.114758,252,252,-0.048869,2.508447,1.309342,-0.065889
2022-05-01,0.068481,283,283,0.018743,2.680228,1.333883,0.049738
2022-06-01,0.045614,283,283,0.096173,2.802484,1.462167,-0.050559
2022-07-01,-0.003767,283,283,-0.070214,2.791927,1.359502,0.066447
2022-08-01,-0.019651,283,283,-0.021885,2.737062,1.329750,0.002234
2022-09-01,-0.080090,299,299,-0.067165,2.517850,1.240437,-0.012925
2022-10-01,0.018045,299,299,-0.077843,2.563285,1.143878,0.095888
2022-11-01,0.091218,293,293,0.098137,2.797102,1.256134,-0.006919
2022-12-01,-0.040213,293,293,0.004827,2.684622,1.262198,-0.045040
2023-01-01,0.078602,293,293,0.073670,2.895639,1.355184,0.004932
2023-02-01,0.051919,293,293,-0.021025,3.045977,1.326691,0.072944
2023-03-01,0.007957,293,293,-0.004554,3.070213,1.320649,0.012511
2023-04-01,0.000870,293,293,-0.005391,3.072885,1.313530,0.006261
2023-05-01,-0.007404,339,339,-0.057220,3.050134,1.238369,0.049816
2023-06-01,0.026011,339,339,0.011559,3.129470,1.252684,0.014452
2023-07-01,0.022958,339,339,0.044809,3.201316,1.308815,-0.021851
2023-08-01,-0.040069,339,339,-0.062113,3.073043,1.227521,0.022044
2023-09-01,-0.000972,357,357,-0.020118,3.070055,1.202826,0.019146
2023-10-01,-0.030056,357,357,-0.031714,2.977783,1.164679,0.001658
2023-11-01,0.014920,372,372,-0.021358,3.022211,1.139804,0.036278
2023-12-01,-0.016337,372,372,-0.018618,2.972838,1.118583,0.002281
2024-01-01,-0.120932,372,372,-0.062883,2.613328,1.048243,-0.058049
2024-02-01,0.085712,372,372,0.093530,2.837321,1.146285,-0.007818
2024-03-01,0.045665,372,372,0.006087,2.966886,1.153263,0.039578
2024-04-01,0.022310,372,372,0.018915,3.033077,1.175077,0.003395
2024-05-01,0.000649,415,415,-0.006789,3.035045,1.167099,0.007438
2024-06-01,-0.060196,415,415,-0.033036,2.852348,1.128543,-0.027160
2024-07-01,-0.016639,415,415,-0.005654,2.804889,1.122162,-0.010985
2024-08-01,-0.041519,415,415,-0.035052,2.688431,1.082828,-0.006467
2024-09-01,0.205548,304,304,0.209676,3.241033,1.309871,-0.004128
2024-10-01,0.024817,304,304,-0.031563,3.321464,1.268528,0.056380
2024-11-01,0.042905,345,345,0.006565,3.463971,1.276856,0.036340
2024-12-01,-0.017191,345,345,0.004680,3.404421,1.282831,-0.021871
2025-01-01,-0.003305,345,345,-0.029945,3.393169,1.244417,0.026640
2025-02-01,0.039540,345,345,0.019116,3.527335,1.268205,0.020424
2025-03-01,0.020833,345,345,-0.000705,3.600821,1.267311,0.021538
2025-04-01,-0.032153,345,345,-0.030030,3.485043,1.229254,-0.002123
