调入日期,stkcd,shortname,indnme1,ROEttm,PB
2010-05-01,000528,柳工,专用设备制造业,0.160541,0.733420
2010-05-01,002131,利欧股份,专用设备制造业,0.186088,1.408951
2010-05-01,002152,广电运通,专用设备制造业,0.272440,1.503152
2010-05-01,600388,龙净环保,专用设备制造业,0.182571,0.801002
2010-05-01,600582,天地科技,专用设备制造业,0.313149,0.931143
2010-05-01,002073,青岛软控,互联网和相关服务,0.179571,1.341115
2010-05-01,000685,中山公用,公共设施管理业,0.197036,0.756566
2010-05-01,002003,伟星股份,其他制造业,0.180458,1.081051
2010-05-01,002130,沃尔核材,其他制造业,0.093891,1.864147
2010-05-01,600210,紫江企业,其他制造业,0.164542,2.467198
2010-05-01,002183,怡亚通,其他服务业,0.074098,1.164623
2010-05-01,000876,新希望,农副食品加工业,0.113086,1.745299
2010-05-01,002100,天康生物,农副食品加工业,0.202370,1.250913
2010-05-01,002220,天宝股份,农副食品加工业,0.108762,1.498731
2010-05-01,000731,四川美丰,化学原料和化学制品制造业,0.055634,2.202626
2010-05-01,000826,合加资源,化学原料和化学制品制造业,0.134372,1.794732
2010-05-01,002010,传化股份,化学原料和化学制品制造业,0.238726,0.853915
2010-05-01,002037,久联发展,化学原料和化学制品制造业,0.197669,0.907498
2010-05-01,002109,兴化股份,化学原料和化学制品制造业,0.093531,0.932846
2010-05-01,002165,红宝丽,化学原料和化学制品制造业,0.229880,1.897815
2010-05-01,002167,东方锆业,化学原料和化学制品制造业,0.069093,1.686714
2010-05-01,002215,诺普信,化学原料和化学制品制造业,0.217820,1.413378
2010-05-01,002226,江南化工,化学原料和化学制品制造业,0.244633,1.836267
2010-05-01,002250,联化科技,化学原料和化学制品制造业,0.165600,2.074467
2010-05-01,002258,利尔化学,化学原料和化学制品制造业,0.150012,1.243388
2010-05-01,600227,赤天化,化学原料和化学制品制造业,0.069722,1.532430
2010-05-01,600309,烟台万华,化学原料和化学制品制造业,0.262250,1.376829
2010-05-01,000936,华西村,化学纤维制造业,0.076475,2.303652
2010-05-01,002206,海利得,化学纤维制造业,0.151764,1.021626
2010-05-01,600527,江南高纤,化学纤维制造业,0.095107,0.839171
2010-05-01,000513,丽珠集团,医药制造业,0.192929,1.406131
2010-05-01,000597,东北制药,医药制造业,0.339531,3.093037
2010-05-01,000999,三九医药,医药制造业,0.192522,1.604552
2010-05-01,002004,华邦制药,医药制造业,0.162538,1.925689
2010-05-01,600161,天坛生物,医药制造业,0.197792,3.139785
2010-05-01,600196,复星医药,医药制造业,0.435317,0.976673
2010-05-01,600568,中珠控股,医药制造业,0.282221,0.737730
2010-05-01,600993,马应龙,医药制造业,0.175081,1.495816
2010-05-01,002117,东港股份,印刷和记录媒介复制业,0.135601,0.881265
2010-05-01,002033,丽江旅游,商务服务业,0.123165,1.251118
2010-05-01,600138,中青旅,商务服务业,0.151738,2.287951
2010-05-01,000797,中国武夷,土木工程建筑业,0.107261,1.896533
2010-05-01,600820,隧道股份,土木工程建筑业,0.092855,0.486463
2010-05-01,601186,中国铁建,土木工程建筑业,0.103879,0.444297
2010-05-01,601390,中国中铁,土木工程建筑业,0.077852,0.403125
2010-05-01,000088,盐田港,多式联运和运输代理业,0.127101,2.033224
2010-05-01,000900,现代投资,多式联运和运输代理业,0.182532,0.539908
2010-05-01,600012,皖通高速,多式联运和运输代理业,0.141099,1.837120
2010-05-01,600035,楚天高速,多式联运和运输代理业,0.118365,0.570125
2010-05-01,600496,精工钢构,建筑装饰、装修和其他建筑业,0.208758,2.862977
2010-05-01,600970,中材国际,建筑装饰、装修和其他建筑业,0.378949,1.590317
2010-05-01,000631,顺发恒业,房地产业,0.523213,1.458549
2010-05-01,000965,天保基建,房地产业,0.129370,0.663901
2010-05-01,002146,荣盛发展,房地产业,0.160843,0.838796
2010-05-01,600048,保利地产,房地产业,0.163103,0.519790
2010-05-01,600325,华发股份,房地产业,0.139776,1.779673
2010-05-01,600748,上实发展,房地产业,0.132685,0.964503
2010-05-01,000002,万科A,房地产业,0.143293,1.809586
2010-05-01,000961,中南建设,房屋建筑业,0.168498,0.702339
2010-05-01,002062,宏润建设,房屋建筑业,0.218560,0.803949
2010-05-01,002091,江苏国泰,批发业,0.209841,2.221574
2010-05-01,600415,小商品城,批发业,0.137562,1.093262
2010-05-01,002082,栋梁新材,有色金属冶炼和压延加工业,0.124145,0.920857
2010-05-01,002237,恒邦股份,有色金属冶炼和压延加工业,0.118747,1.617411
2010-05-01,600219,南山铝业,有色金属冶炼和压延加工业,0.051242,0.329560
2010-05-01,000589,黔轮胎A,橡胶和塑料制品业,0.137807,2.338928
2010-05-01,002108,沧州明珠,橡胶和塑料制品业,0.228876,1.161498
2010-05-01,600480,凌云股份,橡胶和塑料制品业,0.200604,0.732126
2010-05-01,000338,潍柴动力,汽车制造业,0.205683,0.754037
2010-05-01,000550,江铃汽车,汽车制造业,0.218310,0.900690
2010-05-01,000951,中国重汽,汽车制造业,0.146807,0.742592
2010-05-01,002048,宁波华翔,汽车制造业,0.164633,0.690584
2010-05-01,002213,特尔佳,汽车制造业,0.138281,1.910178
2010-05-01,600741,华域汽车,汽车制造业,0.162360,1.501372
2010-05-01,002069,獐子岛,渔业,0.119759,2.262063
2010-05-01,600971,恒源煤电,煤炭开采和洗选业,0.506953,0.957505
2010-05-01,601001,大同煤业,煤炭开采和洗选业,0.283187,0.689762
2010-05-01,600050,中国联通,电信、广播电视和卫星传输服务,0.232764,0.597187
2010-05-01,000027,深圳能源,电力、热力生产和供应业,0.144948,0.406488
2010-05-01,000531,穗恒运A,电力、热力生产和供应业,0.199798,1.547070
2010-05-01,000539,粤电力A,电力、热力生产和供应业,0.096229,1.544752
2010-05-01,600098,广州控股,电力、热力生产和供应业,0.093689,1.364680
2010-05-01,600642,申能股份,电力、热力生产和供应业,0.119809,1.345197
2010-05-01,600982,宁波热电,电力、热力生产和供应业,0.134387,0.857470
2010-05-01,000527,美的电器,电气机械和器材制造业,0.176915,0.721569
2010-05-01,002028,思源电气,电气机械和器材制造业,0.206517,1.083049
2010-05-01,002123,荣信股份,电气机械和器材制造业,0.183851,2.015046
2010-05-01,002242,九阳股份,电气机械和器材制造业,0.299208,1.153219
2010-05-01,002249,大洋电机,电气机械和器材制造业,0.155947,1.908871
2010-05-01,600550,天威保变,电气机械和器材制造业,0.172391,1.568175
2010-05-01,600835,上海机电,电气机械和器材制造业,0.158045,1.627306
2010-05-01,600875,东方电气,电气机械和器材制造业,0.200405,1.294143
2010-05-01,000059,辽通化工,石油、煤炭及其他燃料加工业,0.040286,2.100168
2010-05-01,000045,深纺织A,纺织业,0.087101,1.464690
2010-05-01,000726,鲁泰A,纺织业,0.142836,0.549537
2010-05-01,000982,中银绒业,纺织业,0.108899,1.569347
2010-05-01,002034,美欣达,纺织业,0.046970,0.469524
2010-05-01,002127,新民科技,纺织业,0.062313,0.902703
2010-05-01,002193,山东如意,纺织业,0.087888,0.752543
2010-05-01,600070,浙江富润,纺织业,0.058029,1.770003
2010-05-01,002154,报喜鸟,纺织服装、服饰业,0.254559,0.966864
2010-05-01,000671,阳光城,综合,0.152522,0.760661
2010-05-01,600051,宁波联合,综合,0.120055,1.757424
2010-05-01,600510,黑牡丹,综合,0.151090,0.582118
2010-05-01,600622,嘉宝集团,综合,0.208012,2.793355
2010-05-01,600811,东方集团,综合,0.085783,2.036321
2010-05-01,600881,亚泰集团,综合,0.117703,0.432155
2010-05-01,600895,张江高科,综合,0.118537,2.884453
2010-05-01,600270,外运发展,航空运输业,0.063002,1.591851
2010-05-01,000066,长城电脑,计算机、通信和其他电子设备制造业,0.103134,1.096275
2010-05-01,000988,华工科技,计算机、通信和其他电子设备制造业,0.125949,1.162209
2010-05-01,002025,航天电器,计算机、通信和其他电子设备制造业,0.081108,0.687795
2010-05-01,002045,广州国光,计算机、通信和其他电子设备制造业,0.120814,1.199412
2010-05-01,002121,科陆电子,计算机、通信和其他电子设备制造业,0.168517,2.769088
2010-05-01,002138,顺络电子,计算机、通信和其他电子设备制造业,0.095425,1.640319
2010-05-01,002139,拓邦股份,计算机、通信和其他电子设备制造业,0.137463,2.193971
2010-05-01,002151,北斗星通,计算机、通信和其他电子设备制造业,0.149052,2.741683
2010-05-01,002179,中航光电,计算机、通信和其他电子设备制造业,0.111683,1.103755
2010-05-01,002241,歌尔声学,计算机、通信和其他电子设备制造业,0.118747,2.581523
2010-05-01,002273,水晶光电,计算机、通信和其他电子设备制造业,0.130124,2.359008
2010-05-01,600060,海信电器,计算机、通信和其他电子设备制造业,0.119590,2.211314
2010-05-01,600118,中国卫星,计算机、通信和其他电子设备制造业,0.132224,1.528490
2010-05-01,600271,航天信息,计算机、通信和其他电子设备制造业,0.225080,1.030132
2010-05-01,600288,大恒科技,计算机、通信和其他电子设备制造业,0.086674,2.617351
2010-05-01,600563,法拉电子,计算机、通信和其他电子设备制造业,0.122002,1.370434
2010-05-01,601328,交通银行,货币金融服务,0.194496,1.988497
2010-05-01,000686,东北证券,资本市场服务,0.273688,1.413933
2010-05-01,600369,西南证券,资本市场服务,0.323831,1.588403
2010-05-01,002063,远光软件,软件和信息技术服务业,0.198790,2.341279
2010-05-01,600718,东软集团,软件和信息技术服务业,0.157742,1.250823
2010-05-01,600880,博瑞传播,软件和信息技术服务业,0.223065,2.026739
2010-05-01,000880,潍柴重机,通用设备制造业,0.218419,1.580325
2010-05-01,002122,天马股份,通用设备制造业,0.203099,0.828952
2010-05-01,002164,东力传动,通用设备制造业,0.169428,1.170938
2010-05-01,002204,华锐铸钢,通用设备制造业,0.148768,1.161520
2010-05-01,002270,法因数控,通用设备制造业,0.121551,1.109795
2010-05-01,600416,湘电股份,通用设备制造业,0.156255,0.808422
2010-05-01,000568,泸州老窖,酒、饮料和精制茶制造业,0.403322,2.151049
2010-05-01,000848,承德露露,酒、饮料和精制茶制造业,0.175496,2.231942
2010-05-01,600519,贵州茅台,酒、饮料和精制茶制造业,0.373769,1.903271
2010-05-01,600779,水井坊,酒、饮料和精制茶制造业,0.174255,1.666509
2010-05-01,000778,新兴铸管,金属制品业,0.133817,1.594825
2010-05-01,002032,苏泊尔,金属制品业,0.154426,1.064425
2010-05-01,002132,恒星科技,金属制品业,0.108052,0.795984
2010-05-01,002150,江苏通润,金属制品业,0.077687,1.006053
2010-05-01,001696,宗申动力,铁路、船舶、航空航天和其他运输设备制造业,0.229710,1.366519
2010-05-01,600391,成发科技,铁路、船舶、航空航天和其他运输设备制造业,0.138679,1.519963
2010-05-01,600685,广船国际,铁路、船舶、航空航天和其他运输设备制造业,0.187615,0.780267
2010-05-01,601766,中国南车,铁路、船舶、航空航天和其他运输设备制造业,0.094877,0.755115
2010-05-01,000501,鄂武商A,零售业,0.221361,1.189092
2010-05-01,000759,武汉中百,零售业,0.121938,0.749265
2010-05-01,000987,广州友谊,零售业,0.238073,1.631282
2010-05-01,002024,苏宁电器,零售业,0.257435,1.238803
2010-05-01,002187,广百股份,零售业,0.156014,0.973845
2010-05-01,002264,新华都,零售业,0.128978,1.287482
2010-05-01,002269,美邦服饰,零售业,0.216833,1.775939
2010-05-01,600153,建发股份,零售业,0.183593,0.630062
2010-05-01,600785,新华百货,零售业,0.227558,1.517352
2010-05-01,600865,百大集团,零售业,0.123636,1.049496
2010-05-01,000861,海印股份,非金属矿物制品业,0.418647,2.182368
2010-05-01,000885,同力水泥,非金属矿物制品业,0.179050,2.089209
2010-05-01,002088,鲁阳股份,非金属矿物制品业,0.136877,0.968127
2010-05-01,002225,濮耐股份,非金属矿物制品业,0.152286,1.824706
2010-05-01,000709,唐钢股份,黑色金属冶炼和压延加工业,-0.015448,0.265173
2010-05-01,600019,宝钢股份,黑色金属冶炼和压延加工业,-0.023269,0.286537
2010-05-01,600231,凌钢股份,黑色金属冶炼和压延加工业,0.082356,0.569773
2010-06-01,000528,柳工,专用设备制造业,0.302790,0.685031
2010-06-01,000680,山推股份,专用设备制造业,0.177541,0.583424
2010-06-01,002131,利欧股份,专用设备制造业,0.170633,1.405667
2010-06-01,002152,广电运通,专用设备制造业,0.246351,1.521906
2010-06-01,600388,龙净环保,专用设备制造业,0.172270,0.677301
2010-06-01,600582,天地科技,专用设备制造业,0.313074,0.811658
2010-06-01,002073,软控股份,互联网和相关服务,0.181642,1.252767
2010-06-01,002095,生意宝,互联网和相关服务,0.114538,1.858283
2010-06-01,000980,金马股份,仪器仪表制造业,0.032961,1.782799
2010-06-01,000685,中山公用,公共设施管理业,0.193210,0.681295
2010-06-01,600611,大众交通,公共设施管理业,0.129935,2.386059
2010-06-01,002003,伟星股份,其他制造业,0.203676,0.905102
2010-06-01,002130,沃尔核材,其他制造业,0.140300,1.807128
2010-06-01,002183,怡亚通,其他服务业,0.077416,0.965839
2010-06-01,002245,澳洋顺昌,其他服务业,0.154364,3.179499
2010-06-01,000876,新希望,农副食品加工业,0.140997,1.513329
2010-06-01,000911,南宁糖业,农副食品加工业,0.178374,0.654284
2010-06-01,002100,天康生物,农副食品加工业,0.141579,1.322410
2010-06-01,002220,天宝股份,农副食品加工业,0.160864,1.557865
2010-06-01,000826,合加资源,化学原料和化学制品制造业,0.144825,1.828595
2010-06-01,002010,传化股份,化学原料和化学制品制造业,0.234809,0.793951
2010-06-01,002037,久联发展,化学原料和化学制品制造业,0.191205,0.955004
2010-06-01,002109,兴化股份,化学原料和化学制品制造业,0.103950,0.870656
2010-06-01,002165,红宝丽,化学原料和化学制品制造业,0.210447,1.913054
2010-06-01,002215,诺普信,化学原料和化学制品制造业,0.164697,1.375629
2010-06-01,002226,江南化工,化学原料和化学制品制造业,0.206716,1.537058
2010-06-01,002258,利尔化学,化学原料和化学制品制造业,0.109249,1.245925
2010-06-01,600309,烟台万华,化学原料和化学制品制造业,0.246850,1.211068
2010-06-01,600725,云维股份,化学原料和化学制品制造业,0.111150,1.754554
2010-06-01,002064,华峰氨纶,化学纤维制造业,0.154210,1.153248
2010-06-01,002206,海利得,化学纤维制造业,0.160135,1.040674
2010-06-01,600527,江南高纤,化学纤维制造业,0.126223,0.746639
2010-06-01,000513,丽珠集团,医药制造业,0.245170,1.424625
2010-06-01,000597,东北制药,医药制造业,0.224607,2.805021
2010-06-01,000623,吉林敖东,医药制造业,0.232790,2.720101
2010-06-01,000999,华润三九,医药制造业,0.214753,1.728297
2010-06-01,002252,上海莱士,医药制造业,0.177032,2.178392
2010-06-01,600079,人福科技,医药制造业,0.173342,0.979993
2010-06-01,600196,复星医药,医药制造业,0.466737,0.999093
2010-06-01,600380,健康元,医药制造业,0.205948,2.673447
2010-06-01,600568,中珠控股,医药制造业,0.226985,0.647778
2010-06-01,600993,马应龙,医药制造业,0.179046,1.447816
2010-06-01,002117,东港股份,印刷和记录媒介复制业,0.137182,0.843471
2010-06-01,002033,丽江旅游,商务服务业,0.102970,1.174126
2010-06-01,600138,中青旅,商务服务业,0.168693,2.033275
2010-06-01,000797,中国武夷,土木工程建筑业,0.131491,1.701068
2010-06-01,601186,中国铁建,土木工程建筑业,0.137854,0.402382
2010-06-01,601390,中国中铁,土木工程建筑业,0.123627,0.354874
2010-06-01,000900,现代投资,多式联运和运输代理业,0.176022,0.470663
2010-06-01,600012,皖通高速,多式联运和运输代理业,0.129867,1.651669
2010-06-01,600970,中材国际,建筑装饰、装修和其他建筑业,0.441289,1.494051
2010-06-01,000042,深长城,房地产业,0.156344,1.549592
2010-06-01,000979,中弘地产,房地产业,0.491306,1.550035
2010-06-01,002146,荣盛发展,房地产业,0.208819,0.784272
2010-06-01,002208,合肥城建,房地产业,0.203418,0.870351
2010-06-01,002244,滨江集团,房地产业,0.200950,0.697552
2010-06-01,600048,保利地产,房地产业,0.197142,0.465076
2010-06-01,600052,浙江广厦,房地产业,0.275251,0.653023
2010-06-01,600376,首开股份,房地产业,0.181326,1.631191
2010-06-01,600383,金地集团,房地产业,0.222089,0.401708
2010-06-01,600533,栖霞建设,房地产业,0.154897,1.650858
2010-06-01,000961,中南建设,房屋建筑业,0.280237,0.604999
2010-06-01,002062,宏润建设,房屋建筑业,0.202413,0.769197
2010-06-01,000060,中金岭南,有色金属冶炼和压延加工业,0.147766,1.165429
2010-06-01,002082,栋梁新材,有色金属冶炼和压延加工业,0.180106,0.822563
2010-06-01,002237,恒邦股份,有色金属冶炼和压延加工业,0.115649,1.383485
2010-06-01,600362,江西铜业,有色金属冶炼和压延加工业,0.128440,0.907224
2010-06-01,600531,豫光金铅,有色金属冶炼和压延加工业,0.123547,0.870673
2010-06-01,000589,黔轮胎A,橡胶和塑料制品业,0.262169,1.964059
2010-06-01,002108,沧州明珠,橡胶和塑料制品业,0.237577,0.971847
2010-06-01,600480,凌云股份,橡胶和塑料制品业,0.285723,0.662174
2010-06-01,601872,招商轮船,水上运输业,0.039202,0.394943
2010-06-01,000338,潍柴动力,汽车制造业,0.374941,0.688883
2010-06-01,000550,江铃汽车,汽车制造业,0.284074,0.737433
2010-06-01,000951,中国重汽,汽车制造业,0.214067,0.570199
2010-06-01,002048,宁波华翔,汽车制造业,0.253831,0.633392
2010-06-01,600741,华域汽车,汽车制造业,0.243047,1.292980
2010-06-01,002069,獐子岛,渔业,0.206376,1.990085
2010-06-01,600508,上海能源,煤炭开采和洗选业,0.227317,0.667508
2010-06-01,600971,恒源煤电,煤炭开采和洗选业,0.251856,0.786522
2010-06-01,002261,拓维信息,电信、广播电视和卫星传输服务,0.149968,1.508748
2010-06-01,000027,深圳能源,电力、热力生产和供应业,0.174496,0.356866
2010-06-01,000531,穗恒运A,电力、热力生产和供应业,0.218973,1.418551
2010-06-01,000539,粤电力A,电力、热力生产和供应业,0.139322,1.414466
2010-06-01,600011,华能国际,电力、热力生产和供应业,0.129062,0.373635
2010-06-01,600098,广州控股,电力、热力生产和供应业,0.117249,1.180467
2010-06-01,600642,申能股份,电力、热力生产和供应业,0.118120,1.222399
2010-06-01,600744,华银电力,电力、热力生产和供应业,0.098632,1.415209
2010-06-01,600982,宁波热电,电力、热力生产和供应业,0.110324,0.727665
2010-06-01,000527,美的电器,电气机械和器材制造业,0.289770,0.677907
2010-06-01,002028,思源电气,电气机械和器材制造业,0.340303,1.053162
2010-06-01,002123,荣信股份,电气机械和器材制造业,0.211227,2.231573
2010-06-01,002242,九阳股份,电气机械和器材制造业,0.238658,0.759660
2010-06-01,600875,东方电气,电气机械和器材制造业,0.286894,1.225278
2010-06-01,000045,深纺织A,纺织业,0.085136,1.441671
2010-06-01,000726,鲁泰A,纺织业,0.154883,0.481919
2010-06-01,000982,中银绒业,纺织业,0.129471,1.429721
2010-06-01,002034,美欣达,纺织业,0.094056,0.444124
2010-06-01,002127,新民科技,纺织业,0.125449,0.770817
2010-06-01,002193,山东如意,纺织业,0.079890,0.925634
2010-06-01,002154,报喜鸟,纺织服装、服饰业,0.167697,0.975817
2010-06-01,600177,雅戈尔,纺织服装、服饰业,0.206247,1.551057
2010-06-01,000671,阳光城,综合,0.195374,0.746084
2010-06-01,000881,大连国际,综合,0.126951,1.864391
2010-06-01,600051,宁波联合,综合,0.133017,1.631142
2010-06-01,600415,小商品城,综合,0.156715,0.968009
2010-06-01,600622,嘉宝集团,综合,0.249088,2.315681
2010-06-01,600805,悦达投资,综合,0.266744,2.466579
2010-06-01,600881,亚泰集团,综合,0.120320,0.398957
2010-06-01,600895,张江高科,综合,0.137786,2.400435
2010-06-01,601111,中国国航,航空运输业,0.265208,1.267596
2010-06-01,000066,长城电脑,计算机、通信和其他电子设备制造业,0.165901,1.088794
2010-06-01,000748,长城信息,计算机、通信和其他电子设备制造业,0.204333,2.367750
2010-06-01,000988,华工科技,计算机、通信和其他电子设备制造业,0.148808,1.029385
2010-06-01,002045,广州国光,计算机、通信和其他电子设备制造业,0.152756,1.247047
2010-06-01,002138,顺络电子,计算机、通信和其他电子设备制造业,0.131594,1.462467
2010-06-01,002139,拓邦股份,计算机、通信和其他电子设备制造业,0.153708,2.087237
2010-06-01,002273,水晶光电,计算机、通信和其他电子设备制造业,0.166552,2.383662
2010-06-01,600060,海信电器,计算机、通信和其他电子设备制造业,0.134049,2.366396
2010-06-01,600118,中国卫星,计算机、通信和其他电子设备制造业,0.126738,1.674866
2010-06-01,600271,航天信息,计算机、通信和其他电子设备制造业,0.214583,0.854675
2010-06-01,600563,法拉电子,计算机、通信和其他电子设备制造业,0.160141,1.160510
2010-06-01,000686,东北证券,资本市场服务,0.315271,1.104186
2010-06-01,600369,西南证券,资本市场服务,0.215356,1.253030
2010-06-01,600718,东软集团,软件和信息技术服务业,0.155112,1.076853
2010-06-01,600880,博瑞传播,软件和信息技术服务业,0.231149,1.990136
2010-06-01,000581,威孚高科,通用设备制造业,0.208551,0.647809
2010-06-01,000880,潍柴重机,通用设备制造业,0.299494,1.452470
2010-06-01,002101,广东鸿图,通用设备制造业,0.151533,0.975002
2010-06-01,002122,天马股份,通用设备制造业,0.157565,0.712470
2010-06-01,002204,华锐铸钢,通用设备制造业,0.150275,1.069148
2010-06-01,002078,太阳纸业,造纸和纸制品业,0.203198,0.694563
2010-06-01,600269,赣粤高速,道路运输业,0.154577,0.377572
2010-06-01,000568,泸州老窖,酒、饮料和精制茶制造业,0.410534,2.031817
2010-06-01,600519,贵州茅台,酒、饮料和精制茶制造业,0.322923,1.945311
2010-06-01,600779,水井坊,酒、饮料和精制茶制造业,0.208169,1.481424
2010-06-01,000778,新兴铸管,金属制品业,0.138380,1.316220
2010-06-01,002032,苏泊尔,金属制品业,0.165134,1.070864
2010-06-01,002132,恒星科技,金属制品业,0.129262,0.770114
2010-06-01,002150,江苏通润,金属制品业,0.116535,0.977552
2010-06-01,000625,长安汽车,铁路、船舶、航空航天和其他运输设备制造业,0.212388,0.605939
2010-06-01,001696,宗申动力,铁路、船舶、航空航天和其他运输设备制造业,0.216723,1.485288
2010-06-01,600685,广船国际,铁路、船舶、航空航天和其他运输设备制造业,0.170664,0.739601
2010-06-01,601766,中国南车,铁路、船舶、航空航天和其他运输设备制造业,0.117171,0.706855
2010-06-01,000501,鄂武商A,零售业,0.211298,1.150710
2010-06-01,000987,广州友谊,零售业,0.226863,1.471714
2010-06-01,002024,苏宁电器,零售业,0.268127,1.200090
2010-06-01,002187,广百股份,零售业,0.160794,0.915052
2010-06-01,002269,美邦服饰,零售业,0.162088,1.650578
2010-06-01,600120,浙江东方,零售业,0.150072,0.788186
2010-06-01,600153,建发股份,零售业,0.301401,0.585943
2010-06-01,600755,厦门国贸,零售业,0.171352,0.409878
2010-06-01,600785,新华百货,零售业,0.277347,1.501797
2010-06-01,000012,南玻A,非金属矿物制品业,0.216971,1.030082
2010-06-01,000885,同力水泥,非金属矿物制品业,0.176098,1.863718
2010-06-01,002225,濮耐股份,非金属矿物制品业,0.162281,1.613085
2010-06-01,600660,福耀玻璃,非金属矿物制品业,0.365343,1.042552
2010-06-01,000930,丰原生化,食品制造业,0.133431,3.118278
2010-06-01,600019,宝钢股份,黑色金属冶炼和压延加工业,0.098852,0.264080
2010-06-01,600231,凌钢股份,黑色金属冶炼和压延加工业,0.137718,0.442948
2010-06-01,600581,八一钢铁,黑色金属冶炼和压延加工业,0.125027,0.732245
2010-07-01,000528,柳工,专用设备制造业,0.302790,0.665531
2010-07-01,000680,山推股份,专用设备制造业,0.177541,0.571443
2010-07-01,002131,利欧股份,专用设备制造业,0.170633,1.346550
2010-07-01,002152,广电运通,专用设备制造业,0.246351,1.547391
2010-07-01,600388,龙净环保,专用设备制造业,0.172270,0.670938
2010-07-01,600582,天地科技,专用设备制造业,0.313074,0.687227
2010-07-01,002073,软控股份,互联网和相关服务,0.181642,1.319911
2010-07-01,002095,生意宝,互联网和相关服务,0.114538,2.021106
2010-07-01,000980,金马股份,仪器仪表制造业,0.032961,1.551593
2010-07-01,000685,中山公用,公共设施管理业,0.193210,0.539154
2010-07-01,600611,大众交通,公共设施管理业,0.129935,2.019826
2010-07-01,002003,伟星股份,其他制造业,0.203676,0.879228
2010-07-01,002130,沃尔核材,其他制造业,0.140300,1.638831
2010-07-01,600210,紫江企业,其他制造业,0.225247,1.879254
2010-07-01,002183,怡亚通,其他服务业,0.077416,1.131439
2010-07-01,002245,澳洋顺昌,其他服务业,0.154364,3.410843
2010-07-01,000876,新希望,农副食品加工业,0.140997,1.344480
2010-07-01,000911,南宁糖业,农副食品加工业,0.178374,0.610216
2010-07-01,002100,天康生物,农副食品加工业,0.141579,1.137661
2010-07-01,002220,天宝股份,农副食品加工业,0.160864,1.435520
2010-07-01,000683,远兴能源,化学原料和化学制品制造业,0.395673,1.698712
2010-07-01,002010,传化股份,化学原料和化学制品制造业,0.234809,0.865722
2010-07-01,002037,久联发展,化学原料和化学制品制造业,0.191205,0.826396
2010-07-01,002109,兴化股份,化学原料和化学制品制造业,0.103950,0.686752
2010-07-01,002165,红宝丽,化学原料和化学制品制造业,0.210447,1.680956
2010-07-01,002215,诺普信,化学原料和化学制品制造业,0.164697,1.063106
2010-07-01,600309,烟台万华,化学原料和化学制品制造业,0.246850,0.987122
2010-07-01,600725,云维股份,化学原料和化学制品制造业,0.111150,1.588379
2010-07-01,002064,华峰氨纶,化学纤维制造业,0.154210,1.062002
2010-07-01,002206,海利得,化学纤维制造业,0.160135,1.012736
2010-07-01,600527,江南高纤,化学纤维制造业,0.126223,0.680697
2010-07-01,000513,丽珠集团,医药制造业,0.245170,1.153491
2010-07-01,000597,东北制药,医药制造业,0.224607,2.374563
2010-07-01,000623,吉林敖东,医药制造业,0.232790,2.330512
2010-07-01,000999,华润三九,医药制造业,0.214753,1.352350
2010-07-01,002252,上海莱士,医药制造业,0.177032,2.114696
2010-07-01,600079,人福科技,医药制造业,0.173342,0.866292
2010-07-01,600196,复星医药,医药制造业,0.466737,0.784041
2010-07-01,600380,健康元,医药制造业,0.205948,2.044567
2010-07-01,600568,中珠控股,医药制造业,0.226985,0.587810
2010-07-01,600993,马应龙,医药制造业,0.179046,1.117769
2010-07-01,002117,东港股份,印刷和记录媒介复制业,0.137182,0.948559
2010-07-01,002033,丽江旅游,商务服务业,0.102970,1.148462
2010-07-01,600138,中青旅,商务服务业,0.168693,2.078704
2010-07-01,601186,中国铁建,土木工程建筑业,0.137854,0.402382
2010-07-01,601390,中国中铁,土木工程建筑业,0.123627,0.322967
2010-07-01,000900,现代投资,多式联运和运输代理业,0.176022,0.428247
2010-07-01,600012,皖通高速,多式联运和运输代理业,0.129867,1.544456
2010-07-01,600970,中材国际,建筑装饰、装修和其他建筑业,0.441289,1.386233
2010-07-01,000042,深长城,房地产业,0.156344,1.421779
2010-07-01,000979,中弘地产,房地产业,0.491306,1.430566
2010-07-01,002146,荣盛发展,房地产业,0.208819,0.815114
2010-07-01,002208,合肥城建,房地产业,0.203418,0.975440
2010-07-01,002244,滨江集团,房地产业,0.200950,0.629648
2010-07-01,600048,保利地产,房地产业,0.197142,0.430563
2010-07-01,600052,浙江广厦,房地产业,0.275251,0.535227
2010-07-01,600376,首开股份,房地产业,0.181326,1.486196
2010-07-01,600383,金地集团,房地产业,0.222089,0.378004
2010-07-01,600533,栖霞建设,房地产业,0.154897,1.536668
2010-07-01,000002,万科A,房地产业,0.154200,1.572948
2010-07-01,000961,中南建设,房屋建筑业,0.280237,0.614780
2010-07-01,002062,宏润建设,房屋建筑业,0.202413,0.806703
2010-07-01,000060,中金岭南,有色金属冶炼和压延加工业,0.147766,1.032922
2010-07-01,002082,栋梁新材,有色金属冶炼和压延加工业,0.180106,0.755310
2010-07-01,002237,恒邦股份,有色金属冶炼和压延加工业,0.115649,1.196267
2010-07-01,600362,江西铜业,有色金属冶炼和压延加工业,0.128440,0.758701
2010-07-01,600531,豫光金铅,有色金属冶炼和压延加工业,0.123547,0.742196
2010-07-01,000589,黔轮胎A,橡胶和塑料制品业,0.262169,1.587588
