年化收益率,年化波动率,夏普比率,最大回撤,年化换手率,年化超额收益率,信息比率,跟踪误差,基准年化收益率,累计收益率
0.088754,0.239348,0.245475,-0.401066,1.094780,0.074898,0.605910,0.123613,0.013856,2.580513
