年化收益率,年化波动率,夏普比率,最大回撤,年化换手率,年化超额收益率,信息比率,跟踪误差,基准年化收益率,累计收益率
0.080512,0.247575,0.204026,-0.389968,0.547748,0.066656,0.530693,0.125602,0.013856,2.194793
