调入日期,accper,stkcd,shortname,indnme1,ROEttm,PB,流通市值,总市值
2010-05-01,2009-12-31,000528,柳工,专用设备制造业,0.256657,3.439308,14127664.15,14128007.74
2010-05-01,2009-12-31,000680,山推股份,专用设备制造业,0.14252,2.815996,8045955.44,9611022.95
2010-05-01,2009-12-31,600055,万东医疗,专用设备制造业,0.13082,3.95514,2209954.5,2209954.5
2010-05-01,2009-12-31,600150,中国船舶,专用设备制造业,0.181116,3.363734,20437400.92,51573400.92
2010-05-01,2009-12-31,600388,龙净环保,专用设备制造业,0.169034,3.540557,5734780.0,7139286.0
2010-05-01,2009-12-31,000428,华天酒店,住宿业,0.112472,3.296318,2625314.18,4811274.0
2010-05-01,2009-12-31,000548,湖南投资,公共设施管理业,0.082517,3.531391,3973871.5,4987165.95
2010-05-01,2009-12-31,600210,紫江企业,其他制造业,0.209487,3.082245,11292746.2,11292746.2
2010-05-01,2009-12-31,002245,澳洋顺昌,其他服务业,0.103319,3.323153,610746.48,1948032.0
2010-05-01,2009-12-31,000876,新希望,农副食品加工业,0.13043,2.254798,10208696.63,10427345.29
2010-05-01,2009-12-31,002311,海大集团,农副食品加工业,0.125554,4.019916,1681792.0,8408960.0
2010-05-01,2009-12-31,000422,湖北宜化,化学原料和化学制品制造业,0.13146,3.147555,11578114.07,11579771.41
2010-05-01,2009-12-31,000683,远兴能源,化学原料和化学制品制造业,0.340578,2.983199,6956424.12,8809385.77
2010-05-01,2009-12-31,000950,建峰化工,化学原料和化学制品制造业,0.12426,3.16451,1617858.4,7241478.75
2010-05-01,2009-12-31,002010,传化股份,化学原料和化学制品制造业,0.229518,3.428513,2160257.75,2916264.0
2010-05-01,2009-12-31,600486,扬农化工,化学原料和化学制品制造业,0.126877,3.247089,3099948.91,5190144.5
2010-05-01,2009-12-31,600889,南京化纤,化学纤维制造业,0.090972,3.064686,2502614.65,2502614.65
2010-05-01,2009-12-31,000597,东北制药,医药制造业,0.262441,4.279949,7923060.62,8789217.25
2010-05-01,2009-12-31,000623,吉林敖东,医药制造业,0.236761,4.299067,24922054.37,28203478.54
2010-05-01,2009-12-31,600196,复星医药,医药制造业,0.449954,3.484343,13418153.71,24223254.97
2010-05-01,2009-12-31,600380,健康元,医药制造业,0.189878,2.913154,12823168.32,12823168.32
2010-05-01,2009-12-31,600664,哈药股份,医药制造业,0.158599,3.833365,14966233.74,22939841.09
2010-05-01,2009-12-31,002117,东港股份,印刷和记录媒介复制业,0.13513,3.553064,1404658.5,2174700.0
2010-05-01,2009-12-31,002191,劲嘉股份,印刷和记录媒介复制业,0.175243,3.622325,2640634.71,9270480.0
2010-05-01,2009-12-31,600138,中青旅,商务服务业,0.163483,2.155042,5309933.38,6624832.5
2010-05-01,2009-12-31,000797,中国武夷,土木工程建筑业,0.130768,2.170438,2637393.61,3072779.75
2010-05-01,2009-12-31,601186,中国铁建,土木工程建筑业,0.131504,2.085184,22393000.0,93787783.87
2010-05-01,2009-12-31,601390,中国中铁,土木工程建筑业,0.116248,2.022163,29452500.0,107682813.0
2010-05-01,2009-12-31,600012,皖通高速,多式联运和运输代理业,0.135905,1.781278,6923664.0,6923664.0
2010-05-01,2009-12-31,601618,中国中冶,建筑装饰、装修和其他建筑业,0.18349,2.243762,18970000.0,88015380.0
2010-05-01,2009-12-31,000002,万科A,房地产业,0.152683,2.617532,104382385.98,104643553.85
2010-05-01,2009-12-31,000006,深振业A,房地产业,0.173258,2.621577,5589345.94,5746386.36
2010-05-01,2009-12-31,000042,深长城,房地产业,0.140234,2.581025,5344043.6,5347209.68
2010-05-01,2009-12-31,000616,亿城股份,房地产业,0.153236,2.119434,5475092.04,6221158.58
2010-05-01,2009-12-31,000668,荣丰控股,房地产业,0.19523,2.947353,967724.55,2035228.6
2010-05-01,2009-12-31,600048,保利地产,房地产业,0.188003,2.924229,71412233.58,78841752.64
2010-05-01,2009-12-31,600383,金地集团,房地产业,0.141847,2.046241,30280608.0,34480299.43
2010-05-01,2009-12-31,601668,中国建筑,房屋建筑业,0.152471,1.603133,56616400.0,141600000.0
2010-05-01,2009-12-31,600551,时代出版,新闻和出版业,0.118345,3.581713,2818500.0,7339488.24
2010-05-01,2009-12-31,600549,厦门钨业,有色金属冶炼和压延加工业,0.125489,3.213255,12746846.78,12909881.4
2010-05-01,2009-12-31,601899,紫金矿业,有色金属矿采选业,0.198598,0.648569,60972681.69,101565778.12
2010-05-01,2009-12-31,000589,黔轮胎A,橡胶和塑料制品业,0.262932,2.929786,3028147.8,4544824.65
2010-05-01,2009-12-31,000599,青岛双星,橡胶和塑料制品业,0.204133,3.301193,4765271.51,4765442.58
2010-05-01,2009-12-31,600182,S 佳通,橡胶和塑料制品业,0.302327,3.502202,1958400.0,3916800.0
2010-05-01,2009-12-31,600480,凌云股份,橡胶和塑料制品业,0.258934,3.021432,2759484.0,4149600.0
2010-05-01,2009-12-31,601872,招商轮船,水上运输业,0.036817,2.020462,19433030.86,19433030.86
2010-05-01,2009-12-31,000338,潍柴动力,汽车制造业,0.29254,3.429775,18107321.7,40664033.64
2010-05-01,2009-12-31,600741,华域汽车,汽车制造业,0.269359,1.954857,17052273.03,29913458.03
2010-05-01,2009-12-31,600742,一汽富维,汽车制造业,0.236596,3.550458,5924770.43,5924770.43
2010-05-01,2009-12-31,600123,兰花科创,煤炭开采和洗选业,0.226417,4.243352,24984288.0,24984288.0
2010-05-01,2009-12-31,000027,深圳能源,电力、热力生产和供应业,0.157853,1.904161,8117791.12,29865836.7
2010-05-01,2009-12-31,000539,粤电力A,电力、热力生产和供应业,0.117679,1.72737,15557102.16,15613626.83
2010-05-01,2009-12-31,600011,华能国际,电力、热力生产和供应业,0.119463,1.982139,23054488.8,72090000.0
2010-05-01,2009-12-31,600098,广州控股,电力、热力生产和供应业,0.099114,1.428444,15238080.0,15238080.0
2010-05-01,2009-12-31,600642,申能股份,电力、热力生产和供应业,0.122539,1.620595,32884008.22,32884008.22
2010-05-01,2009-12-31,600795,国电电力,电力、热力生产和供应业,0.097734,1.676945,40204535.65,40204535.65
2010-05-01,2009-12-31,000521,美菱电器,电气机械和器材制造业,0.248236,4.024352,2451846.28,3946128.92
2010-05-01,2009-12-31,000527,美的电器,电气机械和器材制造业,0.251131,3.791686,48218311.69,48260102.94
2010-05-01,2009-12-31,002028,思源电气,电气机械和器材制造业,0.345765,4.057997,7983962.17,11818598.4
2010-05-01,2009-12-31,600580,卧龙电气,电气机械和器材制造业,0.175948,3.624438,5192166.31,5192166.31
2010-05-01,2009-12-31,600690,青岛海尔,电气机械和器材制造业,0.167092,3.791245,18733675.9,33181880.31
2010-05-01,2009-12-31,000159,国际实业,石油、煤炭及其他燃料加工业,0.138247,3.874059,4515492.27,4515492.27
2010-05-01,2009-12-31,000726,鲁泰A,纺织业,0.151528,2.77959,5299538.73,7849244.75
2010-05-01,2009-12-31,002034,美欣达,纺织业,0.08298,2.02388,1071595.2,1071595.2
2010-05-01,2009-12-31,600070,浙江富润,纺织业,0.097085,1.961817,1259048.05,1259048.05
2010-05-01,2009-12-31,600987,航民股份,纺织业,0.132389,2.615181,2271719.06,3807624.6
2010-05-01,2009-12-31,600177,雅戈尔,纺织服装、服饰业,0.274261,2.074596,20759380.78,32308135.69
2010-05-01,2009-12-31,600233,大杨创世,纺织服装、服饰业,0.168511,3.11401,1640493.54,2748900.0
2010-05-01,2009-12-31,000881,大连国际,综合,0.125404,1.828982,2607096.47,2641252.32
2010-05-01,2009-12-31,000915,山大华特,综合,0.202419,2.950012,1544774.07,1553798.01
2010-05-01,2009-12-31,600051,宁波联合,综合,0.122899,2.321476,3813264.0,3813264.0
2010-05-01,2009-12-31,600510,黑牡丹,综合,0.154621,2.69315,3167330.44,9880391.93
2010-05-01,2009-12-31,600881,亚泰集团,综合,0.129613,2.158853,17204167.09,17204167.09
2010-05-01,2009-12-31,000099,中信海直,航空运输业,0.076622,2.624175,2131937.34,3995808.0
2010-05-01,2009-12-31,000063,中兴通讯,计算机、通信和其他电子设备制造业,0.16272,3.460086,65838067.02,69093577.56
2010-05-01,2009-12-31,000066,长城电脑,计算机、通信和其他电子设备制造业,0.137638,1.076204,8856262.85,8858055.78
2010-05-01,2009-12-31,000748,长城信息,计算机、通信和其他电子设备制造业,0.200266,3.075034,3864534.73,3864534.73
2010-05-01,2009-12-31,600060,海信电器,计算机、通信和其他电子设备制造业,0.123804,2.961691,12734271.82,14900631.82
2010-05-01,2009-12-31,600105,永鼎股份,计算机、通信和其他电子设备制造业,0.128113,2.367587,2998657.29,2998657.29
2010-05-01,2009-12-31,600498,烽火通信,计算机、通信和其他电子设备制造业,0.108761,3.29004,5341623.44,11804896.0
2010-05-01,2009-12-31,600525,长园集团,计算机、通信和其他电子设备制造业,0.11991,3.306486,3871128.99,5511353.29
2010-05-01,2009-12-31,601939,建设银行,货币金融服务,0.208139,2.587626,55710000.0,55710000.0
2010-05-01,2009-12-31,600718,东软集团,软件和信息技术服务业,0.16408,4.99678,5692505.86,21350696.84
2010-05-01,2009-12-31,000404,华意压缩,通用设备制造业,0.225624,3.266548,1924385.31,2745957.1
2010-05-01,2009-12-31,000581,威孚高科,通用设备制造业,0.15937,3.458045,6640492.5,8526910.51
2010-05-01,2009-12-31,002011,盾安环境,通用设备制造业,0.128787,3.051291,1661957.38,6359972.51
2010-05-01,2009-12-31,600308,华泰股份,造纸和纸制品业,0.210724,1.44331,6986383.76,9165357.14
2010-05-01,2009-12-31,600159,大龙地产,酒、饮料和精制茶制造业,0.242646,4.752261,7453429.02,7453429.02
2010-05-01,2009-12-31,000778,新兴铸管,金属制品业,0.128543,1.862576,12927119.78,18328241.29
2010-05-01,2009-12-31,600558,大西洋,金属制品业,0.107896,2.688488,2244381.94,2257200.0
2010-05-01,2009-12-31,000571,新大洲A,铁路、船舶、航空航天和其他运输设备制造业,0.113615,3.11967,5163251.81,5167169.28
2010-05-01,2009-12-31,000679,大连友谊,零售业,0.215697,3.062219,3695943.55,3697056.0
2010-05-01,2009-12-31,600153,建发股份,零售业,0.238335,2.809647,16111805.33,16111805.33
2010-05-01,2009-12-31,600755,厦门国贸,零售业,0.162674,2.055743,7994455.74,9994065.66
2010-05-01,2009-12-31,000401,冀东水泥,非金属矿物制品业,0.151809,3.034575,23385145.79,23406472.85
2010-05-01,2009-12-31,000786,北新建材,非金属矿物制品业,0.184953,3.315759,9063361.02,9064364.0
2010-05-01,2009-12-31,000885,同力水泥,非金属矿物制品业,0.17339,2.485279,942371.96,3573496.96
2010-05-01,2009-12-31,600291,西水股份,非金属矿物制品业,0.161998,1.79685,5292800.0,5292800.0
2010-05-01,2009-12-31,000930,丰原生化,食品制造业,0.127908,3.558317,8332512.03,8332512.03
2010-05-01,2009-12-31,000721,西安饮食,餐饮业,0.122866,3.803987,1066903.04,1582256.72
2010-05-01,2009-12-31,000709,唐钢股份,黑色金属冶炼和压延加工业,0.046594,1.620664,12548909.11,25708906.9
2010-05-01,2009-12-31,600019,宝钢股份,黑色金属冶炼和压延加工业,0.061241,1.671281,169165920.0,169165920.0
2010-05-01,2009-12-31,600126,杭钢股份,黑色金属冶炼和压延加工业,0.045741,1.51602,2758346.71,5629279.01
2010-09-01,2010-06-30,000157,中联重科,专用设备制造业,0.333248,2.200207,27177406.31,32029638.96
2010-09-01,2010-06-30,000528,柳工,专用设备制造业,0.335449,2.478723,11982183.63,11982475.04
2010-09-01,2010-06-30,000680,山推股份,专用设备制造业,0.220382,2.118915,6972242.22,8328034.89
2010-09-01,2010-06-30,600150,中国船舶,专用设备制造业,0.177667,2.281789,14548257.77,36712257.77
2010-09-01,2010-06-30,600169,太原重工,专用设备制造业,0.204511,2.308115,5367950.93,7870343.04
2010-09-01,2010-06-30,600582,天地科技,专用设备制造业,0.312258,2.586009,12179664.0,12179664.0
2010-09-01,2010-06-30,600710,常林股份,专用设备制造业,0.199195,2.681554,3699982.0,3699982.0
2010-09-01,2010-06-30,600761,安徽合力,专用设备制造业,0.142342,1.695252,4055002.86,4055002.86
2010-09-01,2010-06-30,600815,厦工股份,专用设备制造业,0.224213,2.380127,5560390.33,5560390.33
2010-09-01,2010-06-30,002356,浩宁达,仪器仪表制造业,0.077323,2.749713,621000.0,2484000.0
2010-09-01,2010-06-30,000685,中山公用,公共设施管理业,0.171328,2.117339,2421810.85,9224401.17
2010-09-01,2010-06-30,600611,大众交通,公共设施管理业,0.136988,2.168593,5205429.3,7587295.42
2010-09-01,2010-06-30,600210,紫江企业,其他制造业,0.225614,2.082594,7485395.38,7485395.38
2010-09-01,2010-06-30,002245,澳洋顺昌,其他服务业,0.172688,3.37204,757598.44,2097600.0
2010-09-01,2010-06-30,000833,贵糖股份,农副食品加工业,0.11912,2.974253,2347747.63,2347818.29
2010-09-01,2010-06-30,000876,新希望,农副食品加工业,0.132692,1.292311,6311908.22,6447095.93
2010-09-01,2010-06-30,000422,湖北宜化,化学原料和化学制品制造业,0.216819,1.66259,6906259.94,6909896.38
2010-09-01,2010-06-30,000683,远兴能源,化学原料和化学制品制造业,0.420418,1.69614,4659552.83,4699021.58
2010-09-01,2010-06-30,002010,传化股份,化学原料和化学制品制造业,0.18404,2.145451,1874827.31,3044995.2
2010-09-01,2010-06-30,600352,浙江龙盛,化学原料和化学制品制造业,0.167662,2.225686,13362584.96,13362584.96
2010-09-01,2010-06-30,600426,华鲁恒升,化学原料和化学制品制造业,0.123213,2.042607,5825062.5,5825062.5
2010-09-01,2010-06-30,600725,云维股份,化学原料和化学制品制造业,0.116164,1.520736,1894607.08,4535489.6
2010-09-01,2010-06-30,000949,新乡化纤,化学纤维制造业,0.102459,1.882367,3107564.8,3367915.02
2010-09-01,2010-06-30,000623,吉林敖东,医药制造业,0.210522,2.338768,13456592.07,15228387.68
2010-09-01,2010-06-30,600079,人福医药,医药制造业,0.192279,3.392494,5203922.82,7545370.98
2010-09-01,2010-06-30,600196,复星医药,医药制造业,0.44401,2.754768,12957403.57,22217910.91
2010-09-01,2010-06-30,600380,健康元,医药制造业,0.21062,1.954032,9551503.8,9551503.8
2010-09-01,2010-06-30,600568,中珠控股,医药制造业,0.21548,2.201823,804240.71,1566450.71
2010-09-01,2010-06-30,002191,劲嘉股份,印刷和记录媒介复制业,0.19181,2.538747,1784805.73,6265920.0
2010-09-01,2010-06-30,000069,华侨城A,商务服务业,0.27975,2.66862,14177693.9,34182258.22
2010-09-01,2010-06-30,600138,中青旅,商务服务业,0.16458,2.078134,5026958.88,6271785.0
2010-09-01,2010-06-30,600284,浦东建设,土木工程建筑业,0.147812,0.948206,3809460.0,3809460.0
2010-09-01,2010-06-30,600820,隧道股份,土木工程建筑业,0.118019,1.491724,6146908.89,6146908.89
2010-09-01,2010-06-30,601186,中国铁建,土木工程建筑业,0.151432,1.613775,17640000.0,73880967.6
2010-09-01,2010-06-30,000900,现代投资,多式联运和运输代理业,0.181939,1.700992,4870417.03,6690020.48
2010-09-01,2010-06-30,600012,皖通高速,多式联运和运输代理业,0.137048,1.590911,6212648.0,6212648.0
2010-09-01,2010-06-30,000006,深振业A,房地产业,0.162115,1.870952,3823071.82,3925598.45
2010-09-01,2010-06-30,000608,阳光股份,房地产业,0.182127,1.817583,3518618.11,4964426.11
2010-09-01,2010-06-30,600048,保利地产,房地产业,0.194435,1.671136,42397825.65,46808770.91
2010-09-01,2010-06-30,600266,北京城建,房地产业,0.240337,1.80668,8336250.0,8336250.0
2010-09-01,2010-06-30,600376,首开股份,房地产业,0.200871,1.454302,2363689.1,15084720.0
2010-09-01,2010-06-30,600383,金地集团,房地产业,0.207482,1.511893,23796892.8,27097341.95
2010-09-01,2010-06-30,600533,栖霞建设,房地产业,0.164478,1.50754,4945500.0,4945500.0
2010-09-01,2010-06-30,601668,中国建筑,房屋建筑业,0.187314,1.093483,41596219.36,105300000.0
2010-09-01,2010-06-30,002348,高乐股份,文教、工美、体育和娱乐用品制造业,0.131129,2.373341,641440.0,2498240.0
2010-09-01,2010-06-30,002295,精艺股份,有色金属冶炼和压延加工业,0.124918,2.555872,564480.0,2214016.0
2010-09-01,2010-06-30,600888,新疆众和,有色金属冶炼和压延加工业,0.123614,2.493948,4829868.62,4971068.62
2010-09-01,2010-06-30,601899,紫金矿业,有色金属矿采选业,0.233116,0.3819,38392549.57,63952725.44
2010-09-01,2010-06-30,000589,黔轮胎A,橡胶和塑料制品业,0.226441,1.611866,2520091.29,2520381.21
2010-09-01,2010-06-30,600182,S 佳通,橡胶和塑料制品业,0.186558,2.172369,1239300.0,2478600.0
2010-09-01,2010-06-30,600469,风神股份,橡胶和塑料制品业,0.172528,2.171557,3168765.0,3768168.59
2010-09-01,2010-06-30,600026,中海发展,水上运输业,0.065141,1.241909,17290128.61,17290128.61
2010-09-01,2010-06-30,601872,招商轮船,水上运输业,0.058321,1.393823,13939594.58,13939594.58
2010-09-01,2010-06-30,000951,中国重汽,汽车制造业,0.268656,1.870467,4406657.96,7172176.05
2010-09-01,2010-06-30,600104,上海汽车,汽车制造业,0.30745,1.582281,104558083.01,104558083.01
2010-09-01,2010-06-30,600741,华域汽车,汽车制造业,0.256021,1.295695,11868853.25,20820593.41
2010-09-01,2010-06-30,600742,一汽富维,汽车制造业,0.30148,1.843155,3642432.95,3642432.95
2010-09-01,2010-06-30,000937,冀中能源,煤炭开采和洗选业,0.252309,2.186434,17531943.86,25730836.77
2010-09-01,2010-06-30,600508,上海能源,煤炭开采和洗选业,0.290437,2.107571,12192252.66,12192252.66
2010-09-01,2010-06-30,000027,深圳能源,电力、热力生产和供应业,0.14463,1.326207,5699216.18,20967755.56
2010-09-01,2010-06-30,000531,穗恒运A,电力、热力生产和供应业,0.186853,1.37359,3168928.41,3168937.78
2010-09-01,2010-06-30,000539,粤电力A,电力、热力生产和供应业,0.116387,1.411771,12822169.15,13752203.92
2010-09-01,2010-06-30,600011,华能国际,电力、热力生产和供应业,0.122258,1.602152,18219090.4,56970000.0
2010-09-01,2010-06-30,600098,广州控股,电力、热力生产和供应业,0.113329,1.09135,11469744.0,11469744.0
2010-09-01,2010-06-30,600101,明星电力,电力、热力生产和供应业,0.15211,1.652642,2074745.45,2074745.45
2010-09-01,2010-06-30,600642,申能股份,电力、热力生产和供应业,0.105728,1.075971,22250163.74,22250163.74
2010-09-01,2010-06-30,600886,国投电力,电力、热力生产和供应业,0.102591,0.911453,7445676.05,14085413.78
2010-09-01,2010-06-30,000521,美菱电器,电气机械和器材制造业,0.375779,2.490447,2303807.71,2626745.37
2010-09-01,2010-06-30,000527,美的电器,电气机械和器材制造业,0.281128,2.450902,35571024.15,35571024.15
2010-09-01,2010-06-30,000651,格力电器,电气机械和器材制造业,0.326581,3.13155,34802842.08,35317539.0
2010-09-01,2010-06-30,002242,九阳股份,电气机械和器材制造业,0.253922,3.287228,2194015.5,8743315.5
2010-09-01,2010-06-30,002300,太阳电缆,电气机械和器材制造业,0.176096,3.308658,833340.0,3284340.0
2010-09-01,2010-06-30,600067,冠城大通,电气机械和器材制造业,0.228803,2.618652,5714613.0,5781049.94
2010-09-01,2010-06-30,600089,特变电工,电气机械和器材制造业,0.227602,3.086166,26349528.1,26349528.1
2010-09-01,2010-06-30,600690,青岛海尔,电气机械和器材制造业,0.216881,2.781772,17146857.3,25565708.51
2010-09-01,2010-06-30,002321,华英农业,畜牧业,0.061674,2.425216,599770.0,2382870.0
2010-09-01,2010-06-30,600688,S 上石化,石油、煤炭及其他燃料加工业,0.13064,3.261655,5500800.0,37206800.0
2010-09-01,2010-06-30,000726,鲁泰A,纺织业,0.179019,1.892255,3714206.63,5501180.08
2010-09-01,2010-06-30,002034,美欣达,纺织业,0.093731,1.477703,786864.0,786864.0
2010-09-01,2010-06-30,600070,浙江富润,纺织业,0.093993,1.581521,990357.35,990357.35
2010-09-01,2010-06-30,600987,航民股份,纺织业,0.160571,1.840607,1903059.6,2731833.0
2010-09-01,2010-06-30,600177,雅戈尔,纺织服装、服饰业,0.208387,1.811633,16571899.89,22934100.46
2010-09-01,2010-06-30,600295,鄂尔多斯,纺织服装、服饰业,0.180103,1.384186,1841280.0,5869080.0
2010-09-01,2010-06-30,000671,阳光城,综合,0.207934,1.974366,2079855.75,3691738.2
2010-09-01,2010-06-30,000881,大连国际,综合,0.14532,1.493491,2323132.78,2353958.21
2010-09-01,2010-06-30,600622,嘉宝集团,综合,0.159976,2.172666,4181289.91,4181289.91
2010-09-01,2010-06-30,600805,悦达投资,综合,0.322051,2.050296,4876617.52,4887188.88
2010-09-01,2010-06-30,000063,中兴通讯,计算机、通信和其他电子设备制造业,0.149691,2.511186,43724177.21,45061564.29
2010-09-01,2010-06-30,000066,长城电脑,计算机、通信和其他电子设备制造业,0.176,0.871274,8350190.69,8351881.16
2010-09-01,2010-06-30,000748,长城信息,计算机、通信和其他电子设备制造业,0.207177,2.149097,2591378.97,2591378.97
2010-09-01,2010-06-30,300046,台基股份,计算机、通信和其他电子设备制造业,0.141326,2.67508,529920.0,2091417.6
2010-09-01,2010-06-30,600060,海信电器,计算机、通信和其他电子设备制造业,0.136303,2.008726,8924853.17,10443153.17
2010-09-01,2010-06-30,600105,永鼎股份,计算机、通信和其他电子设备制造业,0.191843,2.088404,3211447.67,3211447.67
2010-09-01,2010-06-30,600183,生益科技,计算机、通信和其他电子设备制造业,0.225045,2.881476,7616742.42,7617906.57
2010-09-01,2010-06-30,600366,宁波韵升,计算机、通信和其他电子设备制造业,0.33139,2.864678,5204342.63,5204342.63
2010-09-01,2010-06-30,600487,亨通光电,计算机、通信和其他电子设备制造业,0.176332,2.895992,4418792.0,4418792.0
2010-09-01,2010-06-30,600522,中天科技,计算机、通信和其他电子设备制造业,0.232371,2.918975,5553099.93,5553099.93
2010-09-01,2010-06-30,601166,兴业银行,货币金融服务,0.230963,1.644467,138006138.01,138006138.01
2010-09-01,2010-06-30,000551,创元科技,通用设备制造业,0.135453,2.757741,2791652.26,2791939.85
2010-09-01,2010-06-30,000581,威孚高科,通用设备制造业,0.234238,2.332936,4791018.46,6152041.53
2010-09-01,2010-06-30,002122,天马股份,通用设备制造业,0.154945,2.513548,9112258.08,10763280.0
2010-09-01,2010-06-30,600862,南通科技,通用设备制造业,0.359389,2.531579,1241054.63,2940850.33
2010-09-01,2010-06-30,600308,华泰股份,造纸和纸制品业,0.186365,0.948058,5187799.63,5980509.05
2010-09-01,2010-06-30,000778,新兴铸管,金属制品业,0.132656,1.104453,8437924.96,11961278.62
2010-09-01,2010-06-30,000571,新大洲A,铁路、船舶、航空航天和其他运输设备制造业,0.133208,2.52237,4229730.65,4232368.0
2010-09-01,2010-06-30,000625,长安汽车,铁路、船舶、航空航天和其他运输设备制造业,0.208247,2.014274,13224371.32,15026946.55
2010-09-01,2010-06-30,002283,天润曲轴,铁路、船舶、航空航天和其他运输设备制造业,0.139871,2.435475,985800.0,3943200.0
2010-09-01,2010-06-30,600960,滨州活塞,铁路、船舶、航空航天和其他运输设备制造业,0.122901,2.014549,893850.14,1481693.85
2010-09-01,2010-06-30,601299,中国北车,铁路、船舶、航空航天和其他运输设备制造业,0.115954,1.833431,12100000.0,40172000.0
2010-09-01,2010-06-30,000679,大连友谊,零售业,0.267553,1.927322,2373006.12,2373624.0
2010-09-01,2010-06-30,600056,中国医药,零售业,0.163656,2.497017,3964713.48,3964713.48
2010-09-01,2010-06-30,600153,建发股份,零售业,0.295509,2.107699,14085397.72,14085397.72
2010-09-01,2010-06-30,600704,中大股份,零售业,0.23971,1.890903,5306489.28,6218723.78
2010-09-01,2010-06-30,600755,厦门国贸,零售业,0.189516,1.673828,6377139.47,7972218.83
2010-09-01,2010-06-30,000877,天山股份,非金属矿物制品业,0.17949,1.976684,5720594.66,7207153.52
2010-09-01,2010-06-30,000885,同力水泥,非金属矿物制品业,0.198915,1.79137,698620.63,2649186.09
2010-09-01,2010-06-30,600449,赛马实业,非金属矿物制品业,0.233411,1.695111,2884186.93,4025611.82
2010-09-01,2010-06-30,600186,莲花味精,食品制造业,0.230974,3.13314,3578291.48,4630426.0
2010-09-01,2010-06-30,600019,宝钢股份,黑色金属冶炼和压延加工业,0.135478,0.975475,103145843.14,103145843.14
2010-11-01,2010-09-30,002116,中国海诚,专业技术服务业,0.153791,4.464172,964394.13,2266320.0
2010-11-01,2010-09-30,000528,柳工,专用设备制造业,0.347736,2.942769,15245914.6,15246285.39
2010-11-01,2010-09-30,000680,山推股份,专用设备制造业,0.250664,2.406746,8440417.2,10081704.96
2010-11-01,2010-09-30,600150,中国船舶,专用设备制造业,0.167041,2.328141,39296228.27,39296228.27
2010-11-01,2010-09-30,600169,太原重工,专用设备制造业,0.208771,2.779659,6796479.2,9964812.17
2010-11-01,2010-09-30,600388,龙净环保,专用设备制造业,0.128982,3.042162,6178788.0,6178788.0
2010-11-01,2010-09-30,600761,安徽合力,专用设备制造业,0.159806,2.289787,5686284.82,5686284.82
2010-11-01,2010-09-30,600815,厦工股份,专用设备制造业,0.217333,2.71088,8077791.33,8077791.33
2010-11-01,2010-09-30,002342,巨力索具,其他制造业,0.129838,3.883727,1017600.0,8140800.0
2010-11-01,2010-09-30,600210,紫江企业,其他制造业,0.181988,2.069779,7959518.32,7959518.32
2010-11-01,2010-09-30,002245,澳洋顺昌,其他服务业,0.183571,3.71103,870250.03,2409504.0
2010-11-01,2010-09-30,000876,新希望,农副食品加工业,0.141514,2.834888,13975839.04,14275171.91
2010-11-01,2010-09-30,002311,海大集团,农副食品加工业,0.142611,3.659435,2057328.0,8229312.0
2010-11-01,2010-09-30,000422,湖北宜化,化学原料和化学制品制造业,0.240791,2.4895,10082922.68,10088231.77
2010-11-01,2010-09-30,002010,传化股份,化学原料和化学制品制造业,0.170109,2.626166,2363063.58,3837962.7
2010-11-01,2010-09-30,600352,浙江龙盛,化学原料和化学制品制造业,0.160335,2.538568,15873576.2,15873576.2
2010-11-01,2010-09-30,000623,吉林敖东,医药制造业,0.19507,2.399443,14973551.19,16570045.33
2010-11-01,2010-09-30,600216,浙江医药,医药制造业,0.469626,4.100576,14421814.64,14424423.0
2010-11-01,2010-09-30,600380,健康元,医药制造业,0.216047,3.008667,15427325.45,15427325.45
2010-11-01,2010-09-30,600568,中珠控股,医药制造业,0.178132,2.689387,1055512.51,2055862.51
2010-11-01,2010-09-30,601607,上海医药,医药制造业,0.21962,3.784581,18481851.95,44535578.6
2010-11-01,2010-09-30,002191,劲嘉股份,印刷和记录媒介复制业,0.181671,2.642951,1921957.81,6747420.0
2010-11-01,2010-09-30,000069,华侨城A,商务服务业,0.280564,2.998555,16355903.24,39433896.07
2010-11-01,2010-09-30,600138,中青旅,商务服务业,0.163401,2.213973,5582920.56,6965419.5
2010-11-01,2010-09-30,600284,浦东建设,土木工程建筑业,0.134106,1.172964,4740200.0,4740200.0
2010-11-01,2010-09-30,600820,隧道股份,土木工程建筑业,0.121349,1.853789,7826672.77,7826672.77
2010-11-01,2010-09-30,600012,皖通高速,多式联运和运输代理业,0.13818,1.534176,6224304.0,6224304.0
2010-11-01,2010-09-30,600035,楚天高速,多式联运和运输代理业,0.141838,1.868204,5450167.1,5450167.1
2010-11-01,2010-09-30,000002,万科A,房地产业,0.143634,1.872028,81111071.24,81314139.9
2010-11-01,2010-09-30,000042,深长城,房地产业,0.150861,1.705054,3829896.53,3831408.64
2010-11-01,2010-09-30,000608,阳光股份,房地产业,0.198857,2.011685,5639348.08,5639348.08
2010-11-01,2010-09-30,600048,保利地产,房地产业,0.169915,1.961127,55555624.98,56554878.63
2010-11-01,2010-09-30,600246,万通地产,房地产业,0.165063,2.089638,7264296.0,7264296.0
2010-11-01,2010-09-30,600266,北京城建,房地产业,0.284349,1.851218,9158760.0,9158760.0
2010-11-01,2010-09-30,600376,首开股份,房地产业,0.161548,1.681044,8009682.14,17706150.0
