年化收益率,年化波动率,夏普比率,最大回撤,年化换手率,年化超额收益率,信息比率,跟踪误差,基准年化收益率,累计收益率
0.117768,0.247020,0.355308,-0.350440,1.984346,0.103913,0.765493,0.135746,0.013856,4.312219
