年化收益率,年化波动率,夏普比率,最大回撤,年化换手率,年化超额收益率,信息比率,跟踪误差,基准年化收益率,累计收益率
0.145341,0.249997,0.461371,-0.326562,1.931225,0.131486,0.912865,0.144036,0.013856,6.656389
