total_months,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,annualized_benchmark_return,annualized_excess_return,tracking_error,information_ratio,win_rate_vs_benchmark
180,1.891163,0.073342,0.237597,0.182419,-0.394296,0.538889,0.013856,0.059487,0.106474,0.558697,0.572222
