rebalance_date,stkcd
2018-05-01,600079
2018-05-01,600081
2018-05-01,600094
2018-05-01,600104
2018-05-01,600115
2018-05-01,600133
2018-05-01,600138
2018-05-01,600153
2018-05-01,600173
2018-05-01,600180
2018-05-01,600188
2018-05-01,600210
2018-05-01,600231
2018-05-01,600233
2018-05-01,600236
2018-05-01,600240
2018-05-01,600270
2018-05-01,600279
2018-05-01,600282
2018-05-01,600283
2018-05-01,600297
2018-05-01,600323
2018-05-01,600340
2018-05-01,600352
2018-05-01,600373
2018-05-01,600377
2018-05-01,600380
2018-05-01,600383
2018-05-01,600395
2018-05-01,600398
2018-05-01,600409
2018-05-01,600475
2018-05-01,600502
2018-05-01,600511
2018-05-01,600528
2018-05-01,600546
2018-05-01,600567
2018-05-01,600569
2018-05-01,600577
2018-05-01,600585
2018-05-01,600606
2018-05-01,600621
2018-05-01,600629
2018-05-01,600638
2018-05-01,600641
2018-05-01,600643
2018-05-01,600668
2018-05-01,600674
2018-05-01,600683
2018-05-01,600684
2018-05-01,600686
2018-05-01,600697
2018-05-01,600705
2018-05-01,600708
2018-05-01,600723
2018-05-01,600729
2018-05-01,600736
2018-05-01,600741
2018-05-01,600743
2018-05-01,600782
2018-05-01,600787
2018-05-01,600801
2018-05-01,600808
2018-05-01,600828
2018-05-01,600835
2018-05-01,600856
2018-05-01,600873
2018-05-01,600897
2018-05-01,600919
2018-05-01,600966
2018-05-01,600970
2018-05-01,600971
2018-05-01,600987
2018-05-01,601001
2018-05-01,601006
2018-05-01,601009
2018-05-01,601088
2018-05-01,601098
2018-05-01,601128
2018-05-01,601158
2018-05-01,601166
2018-05-01,601169
2018-05-01,601225
2018-05-01,601233
2018-05-01,601288
2018-05-01,601318
2018-05-01,601368
2018-05-01,601398
2018-05-01,601567
2018-05-01,601666
2018-05-01,601668
2018-05-01,601678
2018-05-01,601699
2018-05-01,601801
2018-05-01,601900
2018-05-01,601919
2018-05-01,601939
2018-05-01,601988
2018-05-01,601997
2018-05-01,603167
2018-05-01,603518
2018-05-01,603609
2018-05-01,603766
2019-05-01,000002
2019-05-01,000006
2019-05-01,000028
2019-05-01,000030
2019-05-01,000031
2019-05-01,000036
2019-05-01,000043
2019-05-01,000065
2019-05-01,000069
2019-05-01,000155
2019-05-01,000338
2019-05-01,000401
2019-05-01,000402
2019-05-01,000411
2019-05-01,000498
2019-05-01,000501
2019-05-01,000537
2019-05-01,000553
2019-05-01,000581
2019-05-01,000603
2019-05-01,000620
2019-05-01,000631
2019-05-01,000639
2019-05-01,000656
2019-05-01,000681
2019-05-01,000683
2019-05-01,000703
2019-05-01,000708
2019-05-01,000726
2019-05-01,000732
2019-05-01,000736
2019-05-01,000759
2019-05-01,000789
2019-05-01,000822
2019-05-01,000825
2019-05-01,000828
2019-05-01,000830
2019-05-01,000877
2019-05-01,000885
2019-05-01,000898
2019-05-01,000910
2019-05-01,000921
2019-05-01,000932
2019-05-01,000951
2019-05-01,000961
2019-05-01,000967
2019-05-01,001914
2019-05-01,001979
2019-05-01,002024
2019-05-01,002027
2019-05-01,002039
2019-05-01,002048
2019-05-01,002051
2019-05-01,002068
2019-05-01,002078
2019-05-01,002083
2019-05-01,002091
2019-05-01,002092
2019-05-01,002099
2019-05-01,002110
2019-05-01,002127
2019-05-01,002128
2019-05-01,002133
2019-05-01,002142
2019-05-01,002146
2019-05-01,002150
2019-05-01,002202
2019-05-01,002217
2019-05-01,002233
2019-05-01,002244
2019-05-01,002394
2019-05-01,002406
2019-05-01,002440
2019-05-01,002462
2019-05-01,002468
2019-05-01,002478
2019-05-01,002536
2019-05-01,002589
2019-05-01,002607
2019-05-01,002608
2019-05-01,002648
2019-05-01,002756
2019-05-01,002775
2019-05-01,300230
2019-05-01,300335
2019-05-01,600000
2019-05-01,600016
2019-05-01,600019
2019-05-01,600021
2019-05-01,600025
2019-05-01,600036
2019-05-01,600048
2019-05-01,600051
2019-05-01,600056
2019-05-01,600068
2019-05-01,600076
2019-05-01,600081
2019-05-01,600104
2019-05-01,600114
2019-05-01,600126
2019-05-01,600138
2019-05-01,600153
2019-05-01,600160
2019-05-01,600173
2019-05-01,600177
2019-05-01,600188
2019-05-01,600231
2019-05-01,600233
2019-05-01,600248
2019-05-01,600261
2019-05-01,600282
2019-05-01,600326
2019-05-01,600328
2019-05-01,600340
2019-05-01,600348
2019-05-01,600350
2019-05-01,600368
2019-05-01,600373
2019-05-01,600383
2019-05-01,600387
2019-05-01,600395
2019-05-01,600398
2019-05-01,600409
2019-05-01,600420
2019-05-01,600461
2019-05-01,600479
2019-05-01,600491
2019-05-01,600522
2019-05-01,600546
2019-05-01,600548
2019-05-01,600567
2019-05-01,600569
2019-05-01,600580
2019-05-01,600581
2019-05-01,600585
2019-05-01,600596
2019-05-01,600606
2019-05-01,600622
2019-05-01,600629
2019-05-01,600638
2019-05-01,600641
2019-05-01,600653
2019-05-01,600655
2019-05-01,600657
2019-05-01,600665
2019-05-01,600668
2019-05-01,600683
2019-05-01,600694
2019-05-01,600697
2019-05-01,600699
2019-05-01,600704
2019-05-01,600705
2019-05-01,600708
2019-05-01,600710
2019-05-01,600716
2019-05-01,600720
2019-05-01,600723
2019-05-01,600740
2019-05-01,600741
2019-05-01,600742
2019-05-01,600757
2019-05-01,600761
2019-05-01,600782
2019-05-01,600801
2019-05-01,600803
2019-05-01,600808
2019-05-01,600810
2019-05-01,600823
2019-05-01,600828
2019-05-01,600835
2019-05-01,600859
2019-05-01,600886
2019-05-01,600919
2019-05-01,600970
2019-05-01,600971
2019-05-01,600981
2019-05-01,600985
2019-05-01,600987
2019-05-01,600997
2019-05-01,601001
2019-05-01,601006
2019-05-01,601009
2019-05-01,601088
2019-05-01,601128
2019-05-01,601155
2019-05-01,601166
2019-05-01,601216
2019-05-01,601225
2019-05-01,601229
2019-05-01,601233
2019-05-01,601238
2019-05-01,601288
2019-05-01,601398
2019-05-01,601577
2019-05-01,601588
2019-05-01,601636
2019-05-01,601668
2019-05-01,601678
2019-05-01,601801
2019-05-01,601811
2019-05-01,601838
2019-05-01,601899
2019-05-01,601900
2019-05-01,601939
2019-05-01,601988
2019-05-01,601997
2019-05-01,603030
2019-05-01,603035
2019-05-01,603100
2019-05-01,603108
2019-05-01,603167
2019-05-01,603393
2019-05-01,603518
2019-05-01,603766
2019-05-01,603980
2020-05-01,000002
2020-05-01,000006
2020-05-01,000030
2020-05-01,000031
2020-05-01,000036
2020-05-01,000065
2020-05-01,000069
2020-05-01,000090
2020-05-01,000401
2020-05-01,000411
2020-05-01,000425
2020-05-01,000498
2020-05-01,000501
2020-05-01,000517
2020-05-01,000537
2020-05-01,000546
2020-05-01,000581
2020-05-01,000603
2020-05-01,000656
2020-05-01,000703
2020-05-01,000705
2020-05-01,000717
2020-05-01,000718
2020-05-01,000726
2020-05-01,000736
2020-05-01,000755
2020-05-01,000789
2020-05-01,000811
2020-05-01,000828
2020-05-01,000830
2020-05-01,000877
2020-05-01,000885
2020-05-01,000906
2020-05-01,000910
2020-05-01,000921
2020-05-01,000932
2020-05-01,000936
2020-05-01,000950
2020-05-01,000958
2020-05-01,000961
2020-05-01,000966
2020-05-01,001979
2020-05-01,002015
2020-05-01,002027
2020-05-01,002048
2020-05-01,002062
2020-05-01,002080
2020-05-01,002081
2020-05-01,002082
2020-05-01,002091
2020-05-01,002110
2020-05-01,002127
2020-05-01,002128
2020-05-01,002133
2020-05-01,002142
2020-05-01,002146
2020-05-01,002206
2020-05-01,002208
2020-05-01,002221
2020-05-01,002233
2020-05-01,002244
2020-05-01,002327
2020-05-01,002392
2020-05-01,002394
2020-05-01,002398
2020-05-01,002429
2020-05-01,002440
2020-05-01,002443
2020-05-01,002444
2020-05-01,002462
2020-05-01,002468
2020-05-01,002478
2020-05-01,002534
2020-05-01,002541
2020-05-01,002600
2020-05-01,002637
2020-05-01,002641
2020-05-01,002788
2020-05-01,002790
2020-05-01,002958
2020-05-01,003816
2020-05-01,300280
2020-05-01,300284
2020-05-01,300569
2020-05-01,300732
2020-05-01,600000
2020-05-01,600016
2020-05-01,600018
2020-05-01,600020
2020-05-01,600025
2020-05-01,600036
2020-05-01,600048
2020-05-01,600052
2020-05-01,600056
2020-05-01,600062
2020-05-01,600064
2020-05-01,600070
2020-05-01,600077
2020-05-01,600104
2020-05-01,600153
2020-05-01,600170
2020-05-01,600173
2020-05-01,600177
2020-05-01,600188
2020-05-01,600233
2020-05-01,600250
2020-05-01,600282
2020-05-01,600287
2020-05-01,600326
2020-05-01,600328
2020-05-01,600340
2020-05-01,600368
2020-05-01,600373
2020-05-01,600383
2020-05-01,600387
2020-05-01,600395
2020-05-01,600398
2020-05-01,600449
2020-05-01,600461
2020-05-01,600466
2020-05-01,600477
2020-05-01,600479
2020-05-01,600510
2020-05-01,600512
2020-05-01,600546
2020-05-01,600548
2020-05-01,600565
2020-05-01,600566
2020-05-01,600577
2020-05-01,600587
2020-05-01,600603
2020-05-01,600606
2020-05-01,600639
2020-05-01,600643
2020-05-01,600655
2020-05-01,600657
2020-05-01,600668
2020-05-01,600674
2020-05-01,600681
2020-05-01,600682
2020-05-01,600693
2020-05-01,600704
2020-05-01,600710
2020-05-01,600720
2020-05-01,600724
2020-05-01,600727
2020-05-01,600741
2020-05-01,600742
2020-05-01,600757
2020-05-01,600761
2020-05-01,600782
2020-05-01,600803
2020-05-01,600810
2020-05-01,600814
2020-05-01,600828
2020-05-01,600835
2020-05-01,600846
2020-05-01,600853
2020-05-01,600865
2020-05-01,600886
2020-05-01,600901
2020-05-01,600919
2020-05-01,600928
2020-05-01,600970
2020-05-01,600971
2020-05-01,600985
2020-05-01,600987
2020-05-01,601001
2020-05-01,601003
2020-05-01,601006
2020-05-01,601009
2020-05-01,601019
2020-05-01,601058
2020-05-01,601077
2020-05-01,601088
2020-05-01,601128
2020-05-01,601155
2020-05-01,601166
2020-05-01,601216
2020-05-01,601225
2020-05-01,601229
2020-05-01,601233
2020-05-01,601288
2020-05-01,601298
2020-05-01,601319
2020-05-01,601398
2020-05-01,601512
2020-05-01,601567
2020-05-01,601577
2020-05-01,601658
2020-05-01,601668
2020-05-01,601677
2020-05-01,601838
2020-05-01,601865
2020-05-01,601900
2020-05-01,601916
2020-05-01,601918
2020-05-01,601919
2020-05-01,601939
2020-05-01,601997
2020-05-01,603017
2020-05-01,603018
2020-05-01,603030
2020-05-01,603108
2020-05-01,603113
2020-05-01,603167
2020-05-01,603225
2020-05-01,603359
2020-05-01,603367
2020-05-01,603393
2020-05-01,603458
2020-05-01,603585
2020-05-01,603776
2020-05-01,603856
2020-05-01,603878
2020-05-01,603987
2021-05-01,000002
2021-05-01,000006
2021-05-01,000036
2021-05-01,000065
2021-05-01,000069
2021-05-01,000090
2021-05-01,000157
2021-05-01,000338
2021-05-01,000401
2021-05-01,000421
2021-05-01,000429
2021-05-01,000498
2021-05-01,000517
2021-05-01,000528
2021-05-01,000531
2021-05-01,000537
2021-05-01,000581
2021-05-01,000589
2021-05-01,000603
2021-05-01,000612
2021-05-01,000628
2021-05-01,000650
2021-05-01,000656
2021-05-01,000690
2021-05-01,000703
2021-05-01,000717
2021-05-01,000779
2021-05-01,000789
2021-05-01,000877
2021-05-01,000885
2021-05-01,000906
2021-05-01,000921
2021-05-01,000923
2021-05-01,000932
2021-05-01,000950
2021-05-01,000961
2021-05-01,000987
2021-05-01,000999
2021-05-01,001696
2021-05-01,002015
2021-05-01,002016
2021-05-01,002020
2021-05-01,002027
2021-05-01,002039
2021-05-01,002062
2021-05-01,002081
2021-05-01,002088
2021-05-01,002091
2021-05-01,002100
2021-05-01,002110
2021-05-01,002111
2021-05-01,002127
2021-05-01,002128
2021-05-01,002131
2021-05-01,002142
2021-05-01,002146
2021-05-01,002154
2021-05-01,002208
2021-05-01,002221
2021-05-01,002233
2021-05-01,002244
2021-05-01,002314
2021-05-01,002381
2021-05-01,002394
2021-05-01,002398
2021-05-01,002416
2021-05-01,002443
2021-05-01,002469
2021-05-01,002543
2021-05-01,002567
2021-05-01,002582
2021-05-01,002600
2021-05-01,002641
2021-05-01,002758
2021-05-01,002761
2021-05-01,002788
2021-05-01,002887
2021-05-01,300203
2021-05-01,300423
2021-05-01,300732
2021-05-01,600036
2021-05-01,600039
2021-05-01,600048
2021-05-01,600051
2021-05-01,600056
2021-05-01,600064
2021-05-01,600075
2021-05-01,600173
2021-05-01,600177
2021-05-01,600233
2021-05-01,600248
2021-05-01,600261
2021-05-01,600271
2021-05-01,600273
2021-05-01,600282
2021-05-01,600326
2021-05-01,600352
2021-05-01,600368
2021-05-01,600373
2021-05-01,600380
2021-05-01,600383
2021-05-01,600395
2021-05-01,600398
2021-05-01,600449
2021-05-01,600461
2021-05-01,600479
2021-05-01,600507
2021-05-01,600510
2021-05-01,600565
2021-05-01,600566
2021-05-01,600577
2021-05-01,600585
2021-05-01,600603
2021-05-01,600606
2021-05-01,600618
2021-05-01,600643
2021-05-01,600663
2021-05-01,600668
2021-05-01,600683
2021-05-01,600704
2021-05-01,600710
2021-05-01,600720
2021-05-01,600724
2021-05-01,600727
2021-05-01,600729
2021-05-01,600741
2021-05-01,600742
2021-05-01,600750
2021-05-01,600761
2021-05-01,600782
2021-05-01,600801
2021-05-01,600803
2021-05-01,600814
2021-05-01,600835
2021-05-01,600846
2021-05-01,600865
2021-05-01,600886
2021-05-01,600901
2021-05-01,600985
2021-05-01,600987
2021-05-01,600998
2021-05-01,601002
2021-05-01,601009
2021-05-01,601019
2021-05-01,601155
2021-05-01,601225
2021-05-01,601233
2021-05-01,601298
2021-05-01,601318
2021-05-01,601336
2021-05-01,601515
2021-05-01,601577
2021-05-01,601601
2021-05-01,601668
2021-05-01,601677
2021-05-01,601811
2021-05-01,601838
2021-05-01,601886
2021-05-01,601899
2021-05-01,601900
2021-05-01,601918
2021-05-01,601939
2021-05-01,601997
2021-05-01,603012
2021-05-01,603018
2021-05-01,603100
2021-05-01,603108
2021-05-01,603113
2021-05-01,603300
2021-05-01,603303
2021-05-01,603357
2021-05-01,603359
2021-05-01,603365
2021-05-01,603368
2021-05-01,603458
2021-05-01,603609
2021-05-01,603683
2021-05-01,603758
2021-05-01,603776
2021-05-01,603856
2021-05-01,603926
2021-05-01,603995
2021-05-01,605050
2022-05-01,000011
2022-05-01,000026
2022-05-01,000039
2022-05-01,000090
2022-05-01,000100
2022-05-01,000338
2022-05-01,000401
2022-05-01,000425
2022-05-01,000429
2022-05-01,000498
2022-05-01,000529
2022-05-01,000581
2022-05-01,000603
2022-05-01,000630
2022-05-01,000651
2022-05-01,000668
2022-05-01,000672
2022-05-01,000683
2022-05-01,000703
2022-05-01,000717
2022-05-01,000725
2022-05-01,000727
2022-05-01,000731
2022-05-01,000755
2022-05-01,000779
2022-05-01,000789
2022-05-01,000800
2022-05-01,000807
2022-05-01,000822
2022-05-01,000825
2022-05-01,000830
2022-05-01,000877
2022-05-01,000885
2022-05-01,000906
2022-05-01,000915
2022-05-01,000921
2022-05-01,000923
2022-05-01,000932
2022-05-01,000933
2022-05-01,000937
2022-05-01,000949
2022-05-01,000951
2022-05-01,000959
2022-05-01,000960
2022-05-01,000983
2022-05-01,000999
2022-05-01,002010
2022-05-01,002014
2022-05-01,002016
2022-05-01,002020
2022-05-01,002022
2022-05-01,002027
2022-05-01,002034
2022-05-01,002048
2022-05-01,002075
2022-05-01,002078
2022-05-01,002091
2022-05-01,002109
2022-05-01,002110
2022-05-01,002128
2022-05-01,002142
2022-05-01,002154
2022-05-01,002208
2022-05-01,002226
2022-05-01,002233
2022-05-01,002244
2022-05-01,002270
2022-05-01,002327
2022-05-01,002328
2022-05-01,002367
2022-05-01,002443
2022-05-01,002469
2022-05-01,002493
2022-05-01,002532
2022-05-01,002563
2022-05-01,002637
2022-05-01,002687
2022-05-01,002697
2022-05-01,002734
2022-05-01,002753
2022-05-01,002757
2022-05-01,002758
2022-05-01,002761
2022-05-01,002763
2022-05-01,002768
2022-05-01,002774
2022-05-01,002818
2022-05-01,002889
2022-05-01,002911
2022-05-01,300158
2022-05-01,300196
2022-05-01,300240
2022-05-01,300418
2022-05-01,300485
2022-05-01,300564
2022-05-01,300983
2022-05-01,600012
2022-05-01,600018
2022-05-01,600019
2022-05-01,600036
2022-05-01,600039
2022-05-01,600048
2022-05-01,600051
2022-05-01,600063
2022-05-01,600064
2022-05-01,600075
2022-05-01,600081
2022-05-01,600089
2022-05-01,600113
2022-05-01,600123
2022-05-01,600173
2022-05-01,600177
2022-05-01,600180
2022-05-01,600188
2022-05-01,600248
2022-05-01,600256
2022-05-01,600268
2022-05-01,600271
2022-05-01,600273
2022-05-01,600282
2022-05-01,600295
2022-05-01,600323
2022-05-01,600327
2022-05-01,600328
2022-05-01,600332
2022-05-01,600348
2022-05-01,600368
2022-05-01,600373
2022-05-01,600380
2022-05-01,600383
2022-05-01,600388
2022-05-01,600395
2022-05-01,600398
2022-05-01,600409
2022-05-01,600449
2022-05-01,600461
2022-05-01,600479
2022-05-01,600500
2022-05-01,600507
2022-05-01,600511
2022-05-01,600512
2022-05-01,600535
2022-05-01,600566
2022-05-01,600572
2022-05-01,600585
2022-05-01,600592
2022-05-01,600596
2022-05-01,600618
2022-05-01,600623
2022-05-01,600639
2022-05-01,600663
2022-05-01,600668
2022-05-01,600681
2022-05-01,600704
2022-05-01,600707
2022-05-01,600710
2022-05-01,600724
2022-05-01,600727
2022-05-01,600729
2022-05-01,600731
2022-05-01,600741
2022-05-01,600761
2022-05-01,600782
2022-05-01,600784
2022-05-01,600801
2022-05-01,600802
2022-05-01,600803
2022-05-01,600808
2022-05-01,600810
2022-05-01,600814
2022-05-01,600829
2022-05-01,600846
2022-05-01,600888
2022-05-01,600901
2022-05-01,600966
2022-05-01,600970
2022-05-01,600971
2022-05-01,600985
2022-05-01,600987
2022-05-01,600997
2022-05-01,601001
2022-05-01,601009
2022-05-01,601015
2022-05-01,601019
2022-05-01,601088
2022-05-01,601101
2022-05-01,601138
2022-05-01,601155
2022-05-01,601158
2022-05-01,601166
2022-05-01,601168
2022-05-01,601216
2022-05-01,601225
2022-05-01,601233
2022-05-01,601336
2022-05-01,601339
2022-05-01,601377
2022-05-01,601512
2022-05-01,601515
2022-05-01,601577
2022-05-01,601666
2022-05-01,601668
2022-05-01,601678
2022-05-01,601699
2022-05-01,601717
2022-05-01,601811
2022-05-01,601827
2022-05-01,601838
2022-05-01,601866
2022-05-01,601872
2022-05-01,601898
2022-05-01,601899
2022-05-01,601918
2022-05-01,601921
2022-05-01,601928
2022-05-01,601997
2022-05-01,603018
2022-05-01,603077
2022-05-01,603081
2022-05-01,603095
2022-05-01,603108
2022-05-01,603225
2022-05-01,603329
2022-05-01,603357
2022-05-01,603359
2022-05-01,603365
2022-05-01,603393
2022-05-01,603612
2022-05-01,603686
2022-05-01,603797
2022-05-01,603808
2022-05-01,603823
2022-05-01,603903
2022-05-01,605169
2022-05-01,605189
2022-05-01,605208
2022-05-01,605287
2022-05-01,605377
2022-05-01,605500
2022-05-01,688385
2022-05-01,688425
2022-05-01,688606
2022-05-01,688728
2023-05-01,000001
2023-05-01,000009
2023-05-01,000011
2023-05-01,000012
2023-05-01,000062
2023-05-01,000090
2023-05-01,000159
2023-05-01,000411
2023-05-01,000429
2023-05-01,000498
2023-05-01,000529
2023-05-01,000552
2023-05-01,000598
2023-05-01,000603
2023-05-01,000630
2023-05-01,000650
2023-05-01,000680
2023-05-01,000683
2023-05-01,000700
2023-05-01,000726
2023-05-01,000731
2023-05-01,000807
2023-05-01,000822
2023-05-01,000830
2023-05-01,000878
2023-05-01,000885
2023-05-01,000897
2023-05-01,000902
2023-05-01,000906
2023-05-01,000921
2023-05-01,000932
2023-05-01,000933
2023-05-01,000937
2023-05-01,000968
2023-05-01,000983
2023-05-01,001230
2023-05-01,002027
2023-05-01,002034
2023-05-01,002039
2023-05-01,002061
2023-05-01,002062
2023-05-01,002064
2023-05-01,002078
2023-05-01,002080
2023-05-01,002085
2023-05-01,002091
2023-05-01,002128
2023-05-01,002130
2023-05-01,002142
2023-05-01,002154
2023-05-01,002255
2023-05-01,002258
2023-05-01,002270
2023-05-01,002274
2023-05-01,002327
2023-05-01,002328
2023-05-01,002353
2023-05-01,002360
2023-05-01,002396
2023-05-01,002444
2023-05-01,002532
2023-05-01,002533
2023-05-01,002539
2023-05-01,002540
2023-05-01,002543
2023-05-01,002611
2023-05-01,002632
2023-05-01,002662
2023-05-01,002748
2023-05-01,002757
2023-05-01,002758
2023-05-01,002759
2023-05-01,002768
2023-05-01,002788
2023-05-01,002807
2023-05-01,002815
2023-05-01,002818
2023-05-01,002839
2023-05-01,002955
2023-05-01,002966
2023-05-01,003011
2023-05-01,003041
2023-05-01,300002
2023-05-01,300121
2023-05-01,300196
2023-05-01,300218
2023-05-01,300244
2023-05-01,300463
2023-05-01,300476
2023-05-01,300564
2023-05-01,300580
2023-05-01,300639
2023-05-01,300815
2023-05-01,300818
2023-05-01,301061
2023-05-01,301106
2023-05-01,301109
2023-05-01,301150
2023-05-01,301216
2023-05-01,301276
2023-05-01,301318
2023-05-01,301356
2023-05-01,301365
2023-05-01,600007
2023-05-01,600008
2023-05-01,600012
2023-05-01,600018
2023-05-01,600036
2023-05-01,600039
2023-05-01,600057
2023-05-01,600060
2023-05-01,600062
2023-05-01,600063
2023-05-01,600064
2023-05-01,600089
2023-05-01,600123
2023-05-01,600141
2023-05-01,600143
2023-05-01,600163
2023-05-01,600177
2023-05-01,600188
2023-05-01,600210
2023-05-01,600229
2023-05-01,600233
2023-05-01,600248
2023-05-01,600271
2023-05-01,600273
2023-05-01,600295
2023-05-01,600328
2023-05-01,600332
2023-05-01,600348
2023-05-01,600370
2023-05-01,600373
2023-05-01,600380
2023-05-01,600395
2023-05-01,600398
2023-05-01,600403
2023-05-01,600461
2023-05-01,600470
2023-05-01,600479
2023-05-01,600508
2023-05-01,600511
2023-05-01,600522
2023-05-01,600525
2023-05-01,600549
2023-05-01,600566
2023-05-01,600584
2023-05-01,600595
2023-05-01,600596
2023-05-01,600618
2023-05-01,600639
2023-05-01,600650
2023-05-01,600664
2023-05-01,600665
2023-05-01,600704
2023-05-01,600710
2023-05-01,600713
2023-05-01,600731
2023-05-01,600740
2023-05-01,600741
2023-05-01,600755
2023-05-01,600761
2023-05-01,600777
2023-05-01,600780
2023-05-01,600784
2023-05-01,600790
2023-05-01,600803
2023-05-01,600814
2023-05-01,600821
2023-05-01,600829
2023-05-01,600866
2023-05-01,600884
2023-05-01,600888
2023-05-01,600901
2023-05-01,600908
2023-05-01,600919
2023-05-01,600926
2023-05-01,600956
2023-05-01,600968
2023-05-01,600970
2023-05-01,600971
2023-05-01,600985
2023-05-01,600987
2023-05-01,601001
2023-05-01,601009
2023-05-01,601016
2023-05-01,601019
2023-05-01,601088
2023-05-01,601101
2023-05-01,601128
2023-05-01,601138
2023-05-01,601156
2023-05-01,601158
2023-05-01,601166
2023-05-01,601168
2023-05-01,601216
2023-05-01,601225
2023-05-01,601298
2023-05-01,601319
2023-05-01,601339
2023-05-01,601512
2023-05-01,601577
2023-05-01,601598
2023-05-01,601600
2023-05-01,601601
2023-05-01,601666
2023-05-01,601677
2023-05-01,601678
2023-05-01,601699
2023-05-01,601717
2023-05-01,601811
2023-05-01,601825
2023-05-01,601827
2023-05-01,601838
2023-05-01,601857
2023-05-01,601865
2023-05-01,601866
2023-05-01,601872
2023-05-01,601877
2023-05-01,601898
2023-05-01,601899
2023-05-01,601900
2023-05-01,601918
2023-05-01,601921
2023-05-01,601928
2023-05-01,601939
2023-05-01,601985
2023-05-01,601997
2023-05-01,603012
2023-05-01,603018
2023-05-01,603035
2023-05-01,603071
2023-05-01,603077
2023-05-01,603095
2023-05-01,603108
2023-05-01,603150
2023-05-01,603180
2023-05-01,603216
2023-05-01,603227
2023-05-01,603230
2023-05-01,603299
2023-05-01,603301
2023-05-01,603323
2023-05-01,603339
2023-05-01,603357
2023-05-01,603368
2023-05-01,603393
2023-05-01,603408
2023-05-01,603556
2023-05-01,603558
2023-05-01,603585
2023-05-01,603600
2023-05-01,603612
2023-05-01,603829
2023-05-01,603889
2023-05-01,603898
2023-05-01,603967
2023-05-01,603993
2023-05-01,605006
2023-05-01,605088
2023-05-01,605196
2023-05-01,605287
2023-05-01,605336
2023-05-01,605368
2023-05-01,605577
2023-05-01,688068
2023-05-01,688275
2023-05-01,688289
2023-05-01,688298
2023-05-01,688317
2023-05-01,688385
2023-05-01,688425
2023-05-01,688606
2024-05-01,000001
2024-05-01,000011
2024-05-01,000012
2024-05-01,000014
2024-05-01,000026
2024-05-01,000028
2024-05-01,000065
2024-05-01,000090
2024-05-01,000338
2024-05-01,000404
2024-05-01,000411
2024-05-01,000422
2024-05-01,000429
2024-05-01,000498
2024-05-01,000521
2024-05-01,000544
2024-05-01,000550
2024-05-01,000552
2024-05-01,000581
2024-05-01,000589
2024-05-01,000598
2024-05-01,000612
2024-05-01,000630
2024-05-01,000651
2024-05-01,000680
2024-05-01,000683
2024-05-01,000707
2024-05-01,000708
2024-05-01,000719
2024-05-01,000786
2024-05-01,000807
2024-05-01,000811
2024-05-01,000822
2024-05-01,000878
2024-05-01,000885
2024-05-01,000897
2024-05-01,000899
2024-05-01,000902
2024-05-01,000906
2024-05-01,000913
2024-05-01,000915
2024-05-01,000921
2024-05-01,000922
2024-05-01,000923
2024-05-01,000928
2024-05-01,000932
2024-05-01,000933
2024-05-01,000937
2024-05-01,000968
2024-05-01,000983
2024-05-01,001205
2024-05-01,001225
2024-05-01,001286
2024-05-01,001301
2024-05-01,002027
2024-05-01,002033
2024-05-01,002035
2024-05-01,002048
2024-05-01,002060
2024-05-01,002061
2024-05-01,002064
2024-05-01,002066
2024-05-01,002078
2024-05-01,002080
2024-05-01,002085
2024-05-01,002091
2024-05-01,002096
2024-05-01,002128
2024-05-01,002130
2024-05-01,002131
2024-05-01,002142
2024-05-01,002206
2024-05-01,002226
2024-05-01,002236
2024-05-01,002255
2024-05-01,002270
2024-05-01,002274
2024-05-01,002346
2024-05-01,002353
2024-05-01,002357
2024-05-01,002360
2024-05-01,002367
2024-05-01,002381
2024-05-01,002384
2024-05-01,002404
2024-05-01,002412
2024-05-01,002416
2024-05-01,002429
2024-05-01,002444
2024-05-01,002459
2024-05-01,002466
2024-05-01,002469
2024-05-01,002478
2024-05-01,002498
2024-05-01,002533
2024-05-01,002539
2024-05-01,002540
2024-05-01,002541
2024-05-01,002543
2024-05-01,002563
2024-05-01,002588
2024-05-01,002597
2024-05-01,002600
2024-05-01,002601
2024-05-01,002611
2024-05-01,002662
2024-05-01,002687
2024-05-01,002697
2024-05-01,002705
2024-05-01,002752
2024-05-01,002758
2024-05-01,002763
2024-05-01,002788
2024-05-01,002807
2024-05-01,002818
2024-05-01,002839
2024-05-01,002895
2024-05-01,002911
2024-05-01,002938
2024-05-01,002949
2024-05-01,002960
2024-05-01,002966
2024-05-01,002986
2024-05-01,003816
2024-05-01,300073
2024-05-01,300109
2024-05-01,300118
2024-05-01,300119
2024-05-01,300121
2024-05-01,300140
2024-05-01,300230
2024-05-01,300349
2024-05-01,300388
2024-05-01,300390
2024-05-01,300435
2024-05-01,300439
2024-05-01,300815
2024-05-01,301039
2024-05-01,301109
2024-05-01,301127
2024-05-01,301322
2024-05-01,301362
2024-05-01,600012
2024-05-01,600018
2024-05-01,600023
2024-05-01,600026
2024-05-01,600035
2024-05-01,600036
2024-05-01,600039
2024-05-01,600054
2024-05-01,600060
2024-05-01,600062
2024-05-01,600089
2024-05-01,600096
2024-05-01,600123
2024-05-01,600133
2024-05-01,600163
2024-05-01,600176
2024-05-01,600188
2024-05-01,600210
2024-05-01,600229
2024-05-01,600233
2024-05-01,600248
2024-05-01,600251
2024-05-01,600256
