stock_code,n_periods,autocorr_lag1,autocorr_lag2,autocorr_lag3,autocorr_lag4,mean_roe,std_roe
000001,106,0.8568776377320612,0.6959288233742398,0.5429020940465793,0.3954869600195227,0.15054683962264148,0.07496092935431736
000002,99,0.9355939573829487,0.8610508815651053,0.7936978505670707,0.7228682129468327,0.1611979494949495,0.05227560619406575
000004,69,0.6351687755892027,0.231058303239793,0.00024668991864861407,-0.04186140620695831,0.06411747826086957,0.07861615770948839
000005,79,0.6167089032500218,0.33305955584516894,0.27692522603505115,0.12395291985702661,0.029266822784810128,0.08967833018815462
000022,74,0.9736275282512981,0.9231507570762025,0.8618814420851311,0.8013784866400203,0.19552616216216215,0.09153985919983193
000006,94,0.7545689594292242,0.4479528480594672,0.20565537087369315,0.10326334266931822,0.12884612765957443,0.0628439338634248
000007,62,0.5651016110219134,0.23473640806913054,0.0480598663150965,-0.0676133572930973,0.08775885483870967,0.1335731782950221
000029,77,0.8265537008302681,0.6773983305978357,0.540108076185314,0.47772884075003763,0.05849774025974026,0.06212227218488595
000008,69,0.5929465601056044,0.3868188048240423,0.059070288711530895,-0.24862478911573183,0.045509768115942026,0.07728227002999917
000009,101,0.8303173858730546,0.5521911904394226,0.3905314451721421,0.2603165320257096,0.08734589108910891,0.05549987953084794
000013,14,0.7195231692987593,0.04732456478038522,0.08062895945125402,0.2928308795399594,0.07853878571428571,0.0638793699306732
000010,62,0.47602032120559445,0.12870006715278332,0.08742409843136802,0.2073088766867302,0.09190643548387097,0.08544451076059133
000011,100,0.779732311023859,0.45282619644568395,0.15114869861674116,0.0018351838478028314,0.14724136999999998,0.11113583423870585
000014,99,0.7714678711758691,0.5248756237682262,0.27856846622624376,-0.02948234757145417,0.1057399393939394,0.10970914455535159
000012,105,0.8620957991641759,0.6336102092795365,0.4109121704856925,0.206427141272978,0.11767632380952381,0.06491560476018737
000036,93,0.8021703179707894,0.5192577078509502,0.3059333005948517,0.21637054155606927,0.09695431182795698,0.09306911010236882
000016,84,0.9307539134401874,0.8549784298417089,0.7870428686781082,0.6902324658165825,0.06231666666666667,0.0824906692592639
000017,37,0.3963112110377203,-0.04305913274070262,-0.11063215020242503,-0.09651536009515017,0.06984756756756759,0.11062241164100726
000018,60,0.781487867217422,0.6043746788029828,0.5009251640951593,0.43811418266185975,0.06436815,0.12630025266361966
000023,84,0.5479365936662881,-0.049861155646373695,-0.25361082777707283,-0.16867140360964772,0.05645795238095238,0.05462441005607221
000019,95,0.6629842840876088,0.3720444949893165,0.1851018890950253,0.07608307411737128,0.05579152631578948,0.06058750801571699
000020,94,0.6345079909378855,0.3054798687528789,0.053698655805134325,-0.16450963024976553,0.02124195744680851,0.044411941624880644
000056,50,0.6146409920986589,0.33658395669794294,0.07332867734206316,-0.062485574553489756,0.0380307,0.1029404131503755
000021,104,0.919946197439021,0.8309073465442066,0.7663489928437364,0.6369748149029905,0.09618413461538461,0.08165028598942538
000024,66,0.7302687965140808,0.4049451290960694,0.106601792076414,-0.06395652817074005,0.12972984848484848,0.029381196131169598
000025,92,0.5037972596506485,0.1781801265708975,0.2895548790230827,0.21034033794680734,0.04902961956521739,0.04970032865888234
000026,101,0.9362081737460555,0.8410008785134373,0.7543238333091148,0.6086309332071652,0.08586316831683168,0.05246773662920357
000027,103,0.941495343403858,0.8727056661428322,0.8299194819863983,0.7824612407544447,0.11646485436893203,0.06366072121031638
000028,104,0.9425949827899873,0.8778200064370566,0.8529621177231003,0.8339427880728697,0.14007591346153847,0.09101378190777468
000030,56,0.48418650599139174,0.36572935061768425,0.3311601002716255,0.24605576465775966,0.11392644642857143,0.04769244512870223
000031,101,0.8618077270567905,0.7530022901128166,0.6383975397553733,0.4867575189059161,0.07807925742574258,0.059306228777715436
000034,54,0.49155549076131366,0.36767547630839587,0.27543378246002453,0.35899480801506806,0.12642124074074076,0.08347741868157124
000032,101,0.6521431614164377,0.31732512748362374,0.05223007320363637,-0.11135926313503514,0.08337556435643564,0.051873402543442027
000503,84,0.7702003437649033,0.6607254574513803,0.5991187126372911,0.42587809247672204,0.043137190476190475,0.09154449708286236
000033,54,0.6891966624884277,0.37089889352064376,0.11008245745120657,-0.23497643762749584,-0.008921574074074075,0.03650486598036642
000035,59,0.7399638472766075,0.45846230598736054,0.44717420042809924,0.5297602879375374,0.10295198305084746,0.08259883078100769
000504,47,0.6792602573692249,0.42104419517311664,0.2713509170012069,0.05582079844360771,0.05653223404255318,0.08926019174997943
000037,78,0.9373088514640482,0.861482953250705,0.7972126685896012,0.7298619884431445,0.08675928205128206,0.12281810839172068
000038,43,0.6655594552564549,0.3870778012654614,0.177975209773233,-0.016360556519722704,0.037402023255813946,0.05093208027408629
000039,104,0.9261651955111311,0.8177871037401173,0.6962844525627314,0.5655469350077571,0.14324553846153845,0.09139575899928953
000040,91,0.8741249248007408,0.7205953792787206,0.57801392222078,0.4777885892151483,0.0418397032967033,0.07502813249173727
000045,99,0.8754092405615921,0.7121196223876739,0.5554599757972425,0.45396959572144335,0.02940633333333333,0.04027730024756281
000042,96,0.8203965919355781,0.6828022090125103,0.4883225593133863,0.3533619641274873,0.08563231249999999,0.06697809930870322
000043,77,0.7544088652431964,0.5221107474078852,0.2896551041391588,0.1687033919311599,0.1095094935064935,0.06531819311122203
000046,83,0.8006509878060369,0.5491762340369054,0.3952897724713558,0.2981448711553498,0.09005090361445785,0.0695051268327661
000048,61,0.688691123732087,0.35171048563490453,0.07233963822252033,-0.16446338747638642,0.14650927868852456,0.14365665767048003
000049,95,0.9440177747438632,0.8599721503969895,0.781899608870506,0.7009290650926197,0.1984770315789473,0.15417918201416458
000546,87,0.5767259873496776,0.3866637164839499,0.2177968284042846,0.16176061549279344,0.08417662068965517,0.09060803541581505
000050,97,0.8697835945987519,0.6883424276898198,0.5145704703705318,0.3953578153534957,0.05266818556701033,0.05768953228984644
000055,89,0.8710786397731718,0.7695971752073747,0.6363957909487554,0.5130404293715297,0.09175774157303371,0.11873823751481334
000068,62,0.6017214914916957,0.4426284074878057,0.24255680070790528,0.07575074210275082,0.039046032258064516,0.07814490444143014
000058,81,0.6654484271207541,0.27904942760698254,-0.08027122427585921,-0.35057913882207387,0.05502780246913581,0.06227336719349053
000059,93,0.8625080297097332,0.680669484146939,0.5188104911037846,0.3440415401523278,0.05233787096774194,0.06652252023223314
000060,96,0.9300797805912212,0.7996551915087531,0.6416790163201459,0.4728085496902843,0.12108195833333334,0.09971017253164256
000061,97,0.8240535978009168,0.7271240184627997,0.6157519638514772,0.582267820930825,0.05770390721649485,0.040063585727721944
000062,99,0.8986382411150725,0.7582894021123912,0.5997554146624283,0.44412032401420753,0.10057474747474747,0.07583018192284247
000151,78,0.8458729339320401,0.7027462284682923,0.5745807302125268,0.416539215571988,0.0599808846153846,0.04030666202457864
000564,86,0.9056230187970594,0.7866870048617384,0.6585367948559396,0.5455937036401799,0.031973697674418614,0.047324619646887306
000063,92,0.7393621559059144,0.5448314061532777,0.49468496749143553,0.3690945987350843,0.12593396739130439,0.0664008096921316
000065,93,0.8239119070105954,0.6948824209826249,0.564318040360692,0.4550822581187707,0.11802606451612904,0.06095390447483263
000066,93,0.8908509058557975,0.7477401945755379,0.5999581264734771,0.403315672149552,0.07841778494623657,0.08941629804469803
000069,92,0.9187321900809974,0.8218073860397827,0.7287649308679874,0.6055215111436119,0.1618846630434783,0.07162045709536839
000070,75,0.8925014234748982,0.8389158945411711,0.7653482277305936,0.6910096658503488,0.043416399999999994,0.04776828752634953
000078,81,0.7824159165671066,0.6205733993974396,0.42963311040444413,0.3683839235503368,0.07159040740740741,0.06337860130421358
000088,98,0.9659525374392555,0.9114491229023313,0.8466113053901934,0.7780407081607293,0.12562508163265304,0.08085505537457746
000089,97,0.8937226368100171,0.8440188907368465,0.7736735942010134,0.7326123233281439,0.08040140206185567,0.065079362130657
000587,41,0.6151883303087965,0.26036207275408485,0.09168476720853187,-0.09082751543350585,0.13530229268292684,0.0795443431525641
000090,95,0.8649176800669024,0.735647686244586,0.6038445301899612,0.4964594765836591,0.08052,0.05114934419006449
000150,58,0.7229532461108581,0.3851505526527396,0.05298874902735976,-0.10509026483889512,0.07538677586206896,0.13130767798519458
000096,89,0.8356955413294753,0.6760910418636951,0.487953281931466,0.35751603323411596,0.06629188764044944,0.04082095682626872
000099,89,0.8878226420722753,0.7616642143408666,0.6718024697736775,0.583589319647959,0.06529835955056179,0.017446923724363475
000100,70,0.750885332242268,0.5259756633659519,0.33157125848065555,0.14418667813924427,0.07736157142857143,0.05405898515420023
000153,88,0.9512162353234167,0.8899345635559819,0.819213124322234,0.7482701316138054,0.04434784090909091,0.024572351476574772
000155,68,0.7876258313980206,0.5510645549844497,0.3486018093187448,0.08963960356440766,0.07854738235294116,0.06040629385985551
000156,55,0.5704809892284077,0.4790611843894698,0.31181024899972754,0.19701363955070678,0.07443323636363638,0.052068848761114055
